event_attendence,event_date,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,f1_record,f1_dob,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_record,f2_dob,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,winner
5671,November 08 2014,Juliana Lima,Nina Ansaroff,0,0,3,21,23,0,2,1,0,5,Women's Strawweight,,U-DEC,Record: 9-5-0,Mar 15 1982,5' 5,65,2.11,1.94,Orthodox,44,55,0,31,1.72,70,115,Record: 10-5-0,Dec 03 1985,5' 5,64,3.31,5.09,Orthodox,46,55,0.7,40,0.34,80,115,Juliana Lima
5671,November 08 2014,Diego Rivas,Rodolfo Rubio,6,6,3,15,17,0,0,2,2,5,Featherweight,,U-DEC,Record: 7-2-0,Nov 11 1991,5' 8,69,2.14,1.37,Orthodox,40,52,0.9,60,1.79,64,145,Record: 12-8-1,Jan 29 1987,5' 5,66,1,1.13,Orthodox,36,62,0,33,2,33,145,Diego Rivas
5671,November 08 2014,Caio Magalhaes,Trevor Smith,0,0,1,9,2,0,0,0,0,0.31,Middleweight,Punch,KO/TKO,Record: 9-3-0,Dec 14 1987,6' 1,73,2.78,2.27,Orthodox,40,56,1.6,15,1.05,58,185,Record: 15-9-0,Jan 05 1981,6' 3,75,3.02,3.34,Orthodox,57,51,0.8,32,1.86,62,185,Caio Magalhaes
5671,November 08 2014,Leandro Silva,Charlie Brenneman,2,1,1,4,4,1,0,1,3,4.15,Lightweight,Rear Naked Choke,SUB,Record: 19-4-1 (1 NC),Nov 11 1985,5' 9,72,2.08,2.39,Orthodox,48,63,0.4,37,1.76,65,155,Record: 19-8-0,Feb 09 1981,5' 10,72,1.55,1.52,Orthodox,56,46,0,42,4.23,72,155,Leandro Silva
5671,November 08 2014,Thomas Almeida,Tim Gorman,0,1,3,120,67,0,0,0,2,5,Bantamweight,,U-DEC,Record: 22-3-0,Jul 31 1991,5' 7,70,4.65,5.66,Southpaw,45,64,0,0,0,75,135,Record: 9-4-0,Apr 29 1983,5' 5,68,5.57,2.73,Southpaw,31,46,0,9,1,33,135,Thomas Almeida
5671,November 08 2014,Colby Covington,Wagner Silva,6,0,3,23,16,1,0,5,0,3.26,Welterweight,Rear Naked Choke,SUB,Record: 14-1-0,Feb 22 1988,5' 11,72,2.2,3.26,Orthodox,38,57,0.2,51,5.63,78,170,Record: 3-3-0,Feb 07 1987,6' 0,71,2.87,1.69,Orthodox,29,65,0,0,0,58,170,Colby Covington
21000,November 15 2014,Fabricio Werdum,Mark Hunt,0,1,2,21,10,0,0,0,1,2.27,Heavyweight,Flying Knee,KO/TKO,Record: 23-8-1,Jul 30 1977,6' 4,77,2.45,3.61,Orthodox,51,56,1.1,30,1.65,31,231,Record: 13-14-1 (1 NC),Mar 23 1974,5' 10,72,2.9,2.81,Orthodox,43,51,0.2,55,0.51,64,265,Fabricio Werdum
21000,November 15 2014,Kelvin Gastelum,Jake Ellenberger,1,0,1,16,10,1,0,1,1,4.46,Welterweight,Rear Naked Choke,SUB,Record: 16-4-0 (1 NC),Oct 24 1991,5' 9,71,3.06,3.83,Southpaw,43,60,0.2,37,0.79,62,185,Record: 31-15-0,Mar 28 1985,5' 9,71,2.83,2.47,Orthodox,39,60,0.4,47,2.04,86,170,Kelvin Gastelum
21000,November 15 2014,Ricardo Lamas,Dennis Bermudez,1,0,1,14,8,1,0,0,0,3.18,Featherweight,Guillotine Choke,SUB,Record: 19-7-0,May 21 1982,5' 8,71,2.61,2.87,Orthodox,45,59,1,32,1.66,47,145,Record: 18-9-0,Dec 13 1986,5' 6,66,3.07,4.42,Orthodox,46,59,1.1,40,3.89,82,155,Ricardo Lamas
21000,November 15 2014,Augusto Montano,Chris Heatherly,0,2,1,30,8,0,0,0,1,4.5,Welterweight,Knees,KO/TKO,Record: 15-3-0,Oct 25 1984,6' 1,73,2.66,3.46,Orthodox,46,56,0,0,0,66,170,Record: 9-3-0 (1 NC),Nov 24 1987,5' 9,68,2.67,1.08,Orthodox,45,52,0.7,50,3.39,100,155,Augusto Montano
21000,November 15 2014,Hector Urbina,Edgar Garcia,1,1,1,4,12,2,0,0,2,3.38,Welterweight,Guillotine Choke,SUB,Record: 25-10-1,Sep 17 1987,5' 11,73,2.44,0.97,Orthodox,38,39,3.8,0,0,38,170,Record: 14-5-0,Feb 22 1984,5' 10,71,4.23,3.16,Orthodox,29,60,0.6,57,2.21,50,170,Hector Urbina
21000,November 15 2014,Yair Rodriguez,Leonardo Morales,3,0,3,34,33,5,0,2,0,5,Featherweight,,U-DEC,Record: 12-2-0,Oct 06 1992,5' 11,71,3.11,4.06,,43,58,1,33,1.02,68,145,Record: 5-2-0,Dec 22 1992,5' 8,68,2.05,2.05,Southpaw,47,58,0,0,0,62,135,Yair Rodriguez
21000,November 15 2014,Alejandro Perez,Jose Quinonez,1,3,3,38,38,1,2,1,3,5,Bantamweight,,U-DEC,Record: 22-7-1,Sep 02 1989,5' 6,67,2.92,3.58,Orthodox,35,64,0.1,20,0.53,73,135,Record: 8-3-0,Jul 28 1990,5' 8,69,2.49,3.38,,46,67,0.8,46,2.77,50,135,Alejandro Perez
21000,November 15 2014,Jessica Eye,Leslie Smith,0,0,2,80,28,0,0,0,0,1.3,Women's Bantamweight,,KO/TKO,Record: 14-6-0 (1 NC),Jul 27 1986,5' 6,66,3.43,3.63,Orthodox,36,60,0.7,50,0.53,60,125,Record: 10-7-1,Aug 17 1982,5' 9,66,8.41,7.56,Orthodox,40,51,0,0,0,62,135,Jessica Eye
21000,November 15 2014,Gabriel Benitez,Humberto Brown,0,1,3,23,18,5,0,0,1,0.3,Featherweight,Guillotine Choke,SUB,Record: 21-7-0,Jun 15 1988,5' 8,71,2.6,4.23,Southpaw,42,73,1.6,100,0.23,56,145,Record: 4-5-0,Nov 03 1984,5' 10,71,2.19,1.71,,50,62,0,25,1.43,0,145,Gabriel Benitez
21000,November 15 2014,Henry Briones,Guido Cannetti,1,1,2,32,35,1,0,0,1,1.44,Bantamweight,Rear Naked Choke,SUB,Record: 19-8-1,Oct 22 1980,5' 8,69,4.68,3.47,,42,53,0.6,0,0,52,135,Record: 8-5-0,Dec 19 1979,5' 6,68,1.95,2.8,Southpaw,52,51,0.3,50,2.8,75,135,Henry Briones
21000,November 15 2014,Marco Beltran,Marlon Vera,2,7,3,31,25,0,2,1,1,5,Bantamweight,,U-DEC,Record: 8-7-0,May 18 1986,5' 8,69,1.93,2.07,Orthodox,37,63,0.2,50,0.7,46,125,Record: 13-5-1,Dec 02 1992,5' 8,70,3.92,3.3,Switch,45,52,1.3,37,0.77,68,135,Marco Beltran
10131,November 22 2014,Frankie Edgar,Cub Swanson,16,0,5,93,31,2,0,7,0,4.56,Featherweight,Neck Crank,SUB,Record: 22-6-1,Oct 16 1981,5' 6,68,2.22,3.59,Orthodox,40,70,0.4,33,2.47,65,145,Record: 25-10-0,Nov 02 1983,5' 8,70,3.28,4.16,Orthodox,49,62,0.5,52,1.17,60,145,Frankie Edgar
10131,November 22 2014,Edson Barboza,Bobby Green,0,0,3,54,50,0,0,0,0,5,Lightweight,,U-DEC,Record: 20-7-0,Jan 21 1986,5' 11,75,4.18,4.01,Orthodox,42,60,0.1,46,0.46,80,155,Record: 24-9-1,Sep 09 1986,5' 10,71,3.87,5.11,Orthodox,49,62,0.3,25,1.03,75,155,Edson Barboza
10131,November 22 2014,Chico Camus,Brad Pickett,0,1,3,71,53,0,0,1,2,5,Flyweight,,S-DEC,Record: 14-7-0 (1 NC),Jan 26 1985,5' 6,66,2.46,2.58,Orthodox,41,64,0.4,40,0.77,72,125,Record: 26-14-0,Sep 24 1978,5' 6,68,4.63,3.02,Orthodox,31,55,0.4,44,2.47,58,135,Chico Camus
10131,November 22 2014,Aleksei Oleinik,Jared Rosholt,0,0,1,13,19,0,0,0,0,3.21,Heavyweight,Punch,KO/TKO,Record: 57-11-1,Jun 20 1977,6' 2,80,3.28,3.06,Orthodox,48,53,2.7,39,2.99,11,240,Record: 14-3-0,Aug 04 1986,6' 2,75,1.52,2.08,Orthodox,46,59,0.1,41,1.83,66,265,Aleksei Oleinik
10131,November 22 2014,Joseph Benavidez,Dustin Ortiz,2,0,3,94,37,0,0,2,2,5,Flyweight,,U-DEC,Record: 27-5-0,Jul 31 1984,5' 4,65,2.55,3.41,Southpaw,33,63,0.7,31,1.58,65,125,Record: 19-8-0,Dec 25 1988,5' 5,65,2.17,2.94,Orthodox,44,56,0.1,36,3.01,52,125,Joseph Benavidez
10131,November 22 2014,Matt Wiman,Isaac Vallie-Flagg,3,0,3,68,80,0,0,0,0,5,Lightweight,,U-DEC,Record: 16-7-0,Sep 19 1983,5' 10,68,3.24,3.51,Orthodox,50,54,1.8,38,2.41,63,155,Record: 14-6-1,Apr 08 1978,5' 8,68,5.6,5.56,Orthodox,47,45,0,12,0.2,58,155,Matt Wiman
10131,November 22 2014,Ruslan Magomedov,Josh Copeland,0,0,3,63,20,0,0,1,0,5,Heavyweight,,U-DEC,Record: 14-1-0,Nov 26 1986,6' 3,78,1.47,4.02,Orthodox,47,66,0,100,0.33,88,242,Record: 9-2-0,Oct 20 1982,6' 1,75,3.01,1.03,Orthodox,31,55,0,0,0,57,265,Ruslan Magomedov
10131,November 22 2014,Roger Narvaez,Luke Barnatt,2,0,3,48,34,2,0,0,0,5,Middleweight,,S-DEC,Record: 7-2-0,Sep 09 1983,6' 3,79,3.32,2.12,Southpaw,37,64,0.9,0,0,50,185,Record: 8-3-0,Apr 13 1988,6' 6,77,3.87,4.43,Orthodox,36,59,0.4,42,0.63,63,185,Roger Narvaez
10131,November 22 2014,James Vick,Nick Hein,0,1,3,40,25,0,0,0,0,5,Lightweight,,U-DEC,Record: 13-3-0,Feb 23 1987,6' 3,76,3.14,4.14,Orthodox,39,61,0.7,33,0.27,56,155,Record: 14-4-0 (1 NC),Apr 24 1984,5' 6,66,2.93,2.54,Southpaw,33,62,0,33,0.8,83,155,James Vick
10131,November 22 2014,Akbarh Arreola,Yves Edwards,3,0,1,12,5,1,0,1,0,1.52,Lightweight,Armbar,SUB,Record: 23-10-1,Jan 14 1983,5' 10,71,4.01,2.32,Southpaw,45,56,0.4,100,1.07,33,155,Record: 42-22-1 (1 NC),Sep 30 1976,5' 9,73,2.34,2.91,Southpaw,42,66,0.7,53,0.76,69,155,Akbarh Arreola
10131,November 22 2014,Paige VanZant,Kailin Curran,0,4,3,61,28,3,0,3,5,2.54,Women's Strawweight,Punches,KO/TKO,Record: 8-4-0,Mar 26 1994,5' 4,65,2.63,3.4,Orthodox,52,43,1,33,1.31,35,115,Record: 4-6-0,Apr 11 1991,5' 4,65,4.75,3.89,Orthodox,43,53,0.6,57,2,61,115,Paige VanZant
10131,November 22 2014,Dooho Choi,Juan Puig,0,0,1,10,0,0,0,0,0,0.18,Featherweight,Punch,KO/TKO,Record: 14-3-0,Apr 10 1991,5' 10,70,6.26,5.64,Orthodox,53,54,0,20,0.55,50,145,Record: 11-4-0,Apr 23 1989,5' 9,72,7.17,4.91,Orthodox,23,51,0,0,0,0,145,Dooho Choi
9617,December 06 2014,Robbie Lawler,Johny Hendricks,0,1,5,116,111,0,1,0,5,5,Welterweight,,S-DEC,Record: 28-13-0 (1 NC),Mar 20 1982,5' 11,74,3.95,3.6,Southpaw,45,60,0,66,0.76,69,170,Record: 18-8-0,Sep 12 1983,5' 9,69,3.99,3.49,Southpaw,45,53,0.3,46,3.83,63,185,Robbie Lawler
9617,December 06 2014,Anthony Pettis,Gilbert Melendez,1,0,2,30,27,1,0,0,1,1.53,Lightweight,Guillotine Choke,SUB,Record: 22-8-0,Jan 27 1987,5' 10,72,3.22,2.87,Orthodox,45,54,1.2,54,0.73,58,170,Record: 22-7-0,Apr 12 1982,5' 9,73,2.35,3.51,Orthodox,33,64,0.2,42,1.7,71,145,Anthony Pettis
9617,December 06 2014,Travis Browne,Brendan Schaub,5,0,1,25,5,0,0,1,1,4.5,Heavyweight,Punches,KO/TKO,Record: 18-7-1,Jul 17 1982,6' 6,79,4.31,2.93,Orthodox,41,42,0.2,68,1.21,75,255,Record: 11-5-0,Mar 18 1983,6' 4,78,2.22,2.92,Orthodox,37,57,0.4,46,2.32,72,245,Travis Browne
9617,December 06 2014,Todd Duffee,Anthony Hamilton,0,0,1,8,2,0,0,0,0,0.33,Heavyweight,Punch,KO/TKO,Record: 9-3-0,Dec 06 1985,6' 3,79,2.61,5.58,Orthodox,35,60,0,0,0,90,260,Record: 15-9-0,Apr 14 1980,6' 5,76,3.02,3.91,Orthodox,65,45,0,42,2.62,78,260,Todd Duffee
9617,December 06 2014,Tony Ferguson,Abel Trujillo,1,0,2,20,15,1,0,1,2,4.19,Lightweight,Rear Naked Choke,SUB,Record: 25-3-0,Feb 12 1984,5' 11,76,3.55,5.51,Orthodox,44,63,1.5,42,0.6,76,155,Record: 15-8-0 (1 NC),Sep 18 1983,5' 8,70,2.31,2.65,Orthodox,41,59,0.4,45,2.18,40,155,Tony Ferguson
9617,December 06 2014,Urijah Faber,Francisco Rivera,0,0,2,19,15,1,0,0,0,1.34,Bantamweight,Other - Choke,SUB,Record: 34-10-0,May 14 1979,5' 6,67,2.51,2.66,Orthodox,41,65,0.9,31,1.59,60,135,Record: 11-7-0 (1 NC),Oct 08 1981,5' 8,68,3.16,4.07,Orthodox,41,68,0.6,63,1.01,68,135,Urijah Faber
9617,December 06 2014,Josh Samman,Eddie Gordon,0,1,2,11,8,0,0,1,2,3.08,Middleweight,Kick,KO/TKO,Record: 12-5-0,Mar 14 1988,6' 3,79,2.47,2.08,Orthodox,52,34,0.4,33,1.09,33,185,Record: 8-4-0,Jul 22 1983,6' 0,76,2.57,2.03,Orthodox,32,60,0,83,1.93,63,185,Josh Samman
9617,December 06 2014,Corey Anderson,Justin Jones,3,0,3,45,28,0,1,7,0,5,Light Heavyweight,,U-DEC,Record: 13-4-0,Sep 22 1989,6' 3,79,2.2,4.37,Orthodox,46,59,0,50,4.96,83,205,Record: 9-2-0,Sep 06 1987,5' 11,78,3.17,1.7,Orthodox,36,45,0.5,15,1,46,185,Corey Anderson
9617,December 06 2014,Raquel Pennington,Ashlee Evans-Smith,0,1,1,5,11,1,0,1,1,4.59,Women's Bantamweight,Other - Choke,SUB,Record: 9-8-0,Sep 05 1988,5' 7,67,3.31,3.42,Orthodox,47,62,0.9,28,1.16,64,135,Record: 6-4-0,Jul 09 1987,5' 8,67,4.39,4.86,Orthodox,35,57,0,25,1.3,72,125,Raquel Pennington
9617,December 06 2014,Sergio Pettis,Matt Hobar,0,2,3,78,36,2,0,0,2,5,Bantamweight,,U-DEC,Record: 17-5-0,Aug 18 1993,5' 6,69,2.93,3.68,Orthodox,37,64,0.4,40,0.92,67,135,Record: 9-3-0,Jan 07 1987,5' 10,70,4.27,3.23,Southpaw,42,52,0,44,3.66,50,135,Sergio Pettis
9617,December 06 2014,Clay Collard,Alex White,0,1,3,60,58,2,1,3,1,5,Featherweight,,U-DEC,Record: 14-7-0 (1 NC),Mar 10 1993,5' 11,73,5,4.22,Orthodox,32,50,0.5,39,2.81,71,145,Record: 13-5-0,Oct 22 1988,6' 0,71,2.87,3.77,Southpaw,42,62,0.6,50,1.05,72,155,Clay Collard
1800,December 12 2014,Carla Esparza,Rose Namajunas,6,0,3,42,28,1,0,5,1,1.26,Women's Strawweight,Rear Naked Choke,SUB,Record: 14-6-0,Oct 10 1987,5' 1,63,3.07,2.2,,38,53,0.4,35,3.4,40,115,Record: 9-3-0,Jun 29 1992,5' 5,65,3.72,3.72,Orthodox,41,60,0.9,59,2.34,45,115,Carla Esparza
1800,December 12 2014,Charles Oliveira,Jeremy Stephens,4,0,3,43,48,3,0,2,0,5,Featherweight,,U-DEC,Record: 26-8-0 (1 NC),Oct 17 1989,5' 10,74,3.03,3.08,Orthodox,49,53,2.8,43,2.93,60,155,Record: 28-16-0,May 25 1986,5' 8,71,2.84,3.08,Orthodox,40,59,0.4,36,1.11,64,145,Charles Oliveira
1800,December 12 2014,KJ Noons,Daron Cruickshank,0,0,2,18,23,0,0,0,2,0.25,Lightweight,,CNC,Record: 12-8-0 (1 NC),Dec 07 1982,5' 10,72,3.78,3.68,Orthodox,35,65,0,20,0.08,68,155,Record: 16-8-0 (1 NC),Jun 11 1985,5' 8,72,2.98,2.88,Switch,38,57,0.2,41,2.04,60,155,KJ Noons
1800,December 12 2014,Yancy Medeiros,Joe Proctor,0,0,1,25,15,1,0,0,0,4.37,Lightweight,Guillotine Choke,SUB,Record: 15-6-0 (1 NC),Sep 07 1987,5' 10,75,5.21,3.99,Orthodox,35,46,0.6,33,0.14,74,155,Record: 11-5-0,Aug 10 1985,5' 10,72,3.93,3.39,Orthodox,36,59,1.8,0,0,70,155,Yancy Medeiros
1800,December 12 2014,Jessica Penne,Randa Markos,8,2,3,39,55,0,0,4,1,5,Women's Strawweight,,S-DEC,Record: 12-6-0,Jan 30 1983,5' 5,67,4.73,2.46,,33,48,0.6,25,1.58,20,115,Record: 9-7-1,Aug 10 1985,5' 4,63,3.17,2.92,Orthodox,41,61,0.3,28,1.67,53,115,Jessica Penne
1800,December 12 2014,Felice Herrig,Lisa Ellis,8,0,2,8,4,3,1,1,2,3.05,Women's Strawweight,Armbar,SUB,Record: 14-8-0,Sep 18 1984,5' 4,65,4.89,3.69,Orthodox,36,50,0.9,30,1.2,76,115,Record: 15-10-0,Nov 15 1982,5' 4,62,2.32,1.68,,48,57,0.6,63,4.19,50,115,Felice Herrig
1800,December 12 2014,Heather Jo Clark,Bec Rawlings,4,0,3,56,69,1,0,1,0,5,Women's Strawweight,,U-DEC,Record: 7-6-0,Sep 19 1980,5' 6,64,5.62,3.69,,49,50,0.3,4,0.33,80,115,Record: 7-8-0,Feb 11 1989,5' 6,64,5.66,4.48,Orthodox,42,57,0.4,40,0.71,68,125,Heather Jo Clark
1800,December 12 2014,Joanne Calderwood,Seohee Ham,3,0,3,109,58,0,0,2,0,5,Women's Strawweight,,U-DEC,Record: 13-3-0,Dec 23 1985,5' 6,65,4.14,5.86,Orthodox,50,49,0.7,52,1.61,53,125,Record: 16-8-0,Mar 08 1987,5' 2,62,5.15,4.2,Southpaw,39,61,0.2,0,0,66,115,Joanne Calderwood
1800,December 12 2014,Tecia Torres,Angela Magana,1,0,3,96,37,0,0,1,0,5,Women's Strawweight,,U-DEC,Record: 10-4-0,Aug 16 1989,5' 1,60,3.23,4.18,Orthodox,48,64,0.1,16,0.75,50,115,Record: 11-9-0,Aug 02 1983,5' 1,65,4.92,1.53,,28,42,0.4,25,0.4,28,115,Tecia Torres
1800,December 12 2014,Aisling Daly,Alex Chambers,4,1,1,16,12,1,0,1,1,4.53,Women's Strawweight,Armbar,SUB,Record: 16-6-0,Dec 24 1987,5' 2,64,1.4,2.92,,52,55,0.9,41,2.15,33,115,Record: 5-5-0,Oct 25 1978,5' 3,63,5.1,2.97,,54,50,1,41,2.31,53,115,Aisling Daly
1800,December 12 2014,Angela Hill,Emily Peters Kagan,0,0,3,107,41,0,0,0,2,5,Women's Strawweight,,U-DEC,Record: 8-6-0,Jan 12 1985,5' 3,64,5.29,5.58,Orthodox,51,63,0,60,0.4,72,115,Record: 3-3-0,Jul 14 1981,5' 3,66,5.29,2.6,,36,38,0,14,1.86,50,115,Angela Hill
15300,December 13 2014,Junior Dos Santos,Stipe Miocic,0,0,5,123,89,0,0,1,1,5,Heavyweight,,U-DEC,Record: 21-5-0,Jan 30 1984,6' 4,77,3.07,4.76,Orthodox,48,58,0.1,55,0.34,80,238,Record: 18-3-0,Aug 19 1982,6' 4,80,2.96,4.76,Orthodox,51,62,0,38,2.38,75,240,Junior Dos Santos
15300,December 13 2014,Rafael Dos Anjos,Nate Diaz,5,0,3,77,13,0,0,2,0,5,Lightweight,,U-DEC,Record: 28-11-0,Oct 26 1984,5' 8,70,3.32,3.62,Southpaw,45,62,0.7,40,1.96,58,170,Record: 20-11-0,Apr 16 1985,6' 0,76,3.69,4.64,Southpaw,44,54,1.4,30,1.17,45,170,Rafael Dos Anjos
15300,December 13 2014,Alistair Overeem,Stefan Struve,0,0,1,17,2,0,0,1,0,4.13,Heavyweight,Punch,KO/TKO,Record: 44-17-0 (1 NC),May 17 1980,6' 4,80,1.94,3.55,Orthodox,61,61,1,62,1.42,73,265,Record: 33-11-0,Feb 18 1988,6' 11,84,3.89,3.01,Orthodox,45,47,1.8,53,0.61,54,265,Alistair Overeem
15300,December 13 2014,Matt Mitrione,Gabriel Gonzaga,0,0,1,12,6,0,0,0,0,1.59,Heavyweight,Punch,KO/TKO,Record: 9-5-0,Jul 15 1978,6' 3,79,2.79,3.55,Switch,50,64,0.7,0,0,55,265,Record: 17-11-0,May 18 1979,6' 2,76,2.94,2.12,Orthodox,45,57,1.1,39,2.8,66,242,Matt Mitrione
15300,December 13 2014,Joanna Jedrzejczyk,Claudia Gadelha,0,2,3,38,27,0,1,0,7,5,Women's Strawweight,,S-DEC,Record: 15-3-0,Aug 18 1987,5' 6,65,2.77,6.07,Orthodox,46,65,0,66,0.14,80,125,Record: 16-4-0,Dec 07 1988,5' 4,63,4.69,3.23,Orthodox,42,56,0.9,47,3.72,58,115,Joanna Jedrzejczyk
15300,December 13 2014,John Moraga,Willie Gates,3,1,3,56,22,1,1,1,0,4.06,Flyweight,Rear Naked Choke,SUB,Record: 19-7-0,Mar 20 1984,5' 6,66,2.55,2.57,Orthodox,43,56,1.1,23,0.62,44,125,Record: 12-7-0,Jan 21 1987,5' 8,70,4.28,1.8,Orthodox,38,38,0.4,0,0,67,125,John Moraga
15300,December 13 2014,Ben Saunders,Joe Riggs,0,0,1,4,2,0,0,0,1,0.57,Welterweight,Injury,SUB,Record: 22-11-2,Apr 13 1983,6' 2,77,3.58,3.19,Orthodox,50,51,1,40,0.22,68,170,Record: 41-17-0 (1 NC),Sep 23 1982,6' 0,70,1.69,2.41,Southpaw,51,57,0.6,55,2.45,62,185,Ben Saunders
15300,December 13 2014,Drew Dober,Jamie Varner,2,0,1,5,4,1,0,0,0,1.52,Lightweight,Rear Naked Choke,SUB,Record: 20-9-0 (1 NC),Oct 19 1988,5' 8,70,4.14,4.33,Southpaw,39,53,0.1,17,0.97,60,155,Record: 21-11-1 (2 NC),Oct 12 1984,5' 8,72,2.55,2.92,Orthodox,34,58,0.8,53,3.49,66,155,Drew Dober
15300,December 13 2014,Bryan Barberena,Joe Ellenberger,0,0,3,63,24,0,0,0,3,3.24,Lightweight,Punches,KO/TKO,Record: 14-6-0,May 03 1989,6' 0,72,4.76,5.9,Southpaw,48,44,0.3,33,0.29,47,170,Record: 15-2-0,Mar 28 1985,5' 9,72,3.45,1.62,Orthodox,47,48,1.1,40,3.17,0,155,Bryan Barberena
15300,December 13 2014,David Michaud,Garett Whiteley,4,0,3,77,75,0,0,4,0,5,Lightweight,,U-DEC,Record: 8-2-0,Nov 10 1988,5' 9,72,4.45,3.25,Orthodox,43,54,0.7,58,2.53,77,155,Record: 8-3-0,Dec 13 1980,6' 0,72,4.04,3.72,Orthodox,48,46,0.9,0,0,27,155,David Michaud
15300,December 13 2014,Henry Cejudo,Dustin Kimura,0,0,3,72,25,0,0,0,0,5,Bantamweight,,U-DEC,Record: 14-2-0,Feb 09 1987,5' 4,64,2.6,3.56,Orthodox,43,67,0.1,35,2.3,88,125,Record: 12-3-0,May 21 1989,5' 7,71,3.82,1.33,Orthodox,21,51,2.2,37,0.93,50,135,Henry Cejudo
15300,December 13 2014,Ian Entwistle,Anthony Birchak,0,0,1,0,4,3,0,0,1,1.04,Bantamweight,Heel Hook,SUB,Record: 9-3-0,Nov 19 1986,5' 5,64,7.36,0.11,Orthodox,7,31,12.1,0,0,0,135,Record: 13-3-0,May 16 1986,5' 8,69,2.26,3.98,Orthodox,35,66,0,16,0.68,83,135,Ian Entwistle
11575,January 03 2015,Jon Jones,Daniel Cormier,0,0,5,92,58,0,0,3,1,5,Light Heavyweight,,U-DEC,Record: 24-1-0 (1 NC),Jul 19 1987,6' 4,84,2.05,4.48,Orthodox,57,64,0.5,47,2.07,95,205,Record: 22-1-0 (1 NC),Mar 20 1979,5' 11,72,2.46,3.84,Orthodox,49,58,0.5,45,2.04,78,235,Jon Jones
11575,January 03 2015,Donald Cerrone,Myles Jury,2,0,3,37,15,2,0,1,1,5,Lightweight,,U-DEC,Record: 35-11-0 (1 NC),Mar 29 1983,6' 1,73,4.06,4.2,Orthodox,48,54,1.4,35,1.29,72,155,Record: 17-4-0,Oct 31 1988,5' 10,73,2.16,2.94,Orthodox,42,66,0.3,55,2.16,50,145,Donald Cerrone
11575,January 03 2015,Brad Tavares,Nate Marquardt,0,0,3,50,30,0,0,1,0,5,Middleweight,,U-DEC,Record: 17-6-0,Dec 21 1987,6' 1,74,2.73,3.02,Orthodox,40,55,0,27,1.04,77,185,Record: 38-19-2,Apr 20 1979,6' 0,74,2.32,2.71,Orthodox,49,55,0.8,51,1.87,70,185,Brad Tavares
11575,January 03 2015,Kyoji Horiguchi,Louis Gaudinot,0,0,3,44,23,0,2,1,0,5,Flyweight,,U-DEC,Record: 18-2-0,Oct 12 1990,5' 5,66,2.45,3.6,Orthodox,45,62,0,44,2,55,125,Record: 6-4-0 (1 NC),Aug 28 1984,5' 3,63,6.42,2.34,Orthodox,37,48,1.1,40,0.57,31,125,Kyoji Horiguchi
11575,January 03 2015,Hector Lombard,Joshua Burkman,2,0,3,53,42,0,0,2,0,5,Welterweight,,Overturned,Record: 34-10-1 (2 NC),Feb 02 1978,5' 9,71,3.35,3.02,Southpaw,46,53,0.5,48,1.69,77,185,Record: 29-17-0 (1 NC),Apr 10 1980,5' 10,72,3.13,2.69,Orthodox,43,51,0.3,36,2.53,72,170,Hector Lombard
11575,January 03 2015,Paul Felder,Danny Castillo,0,0,2,33,21,0,0,0,0,2.09,Lightweight,Spinning Back Fist,KO/TKO,Record: 16-4-0,Apr 25 1984,5' 11,70,3.08,3.53,Orthodox,43,50,0.3,33,0.32,59,155,Record: 17-10-0,Aug 25 1979,5' 9,71,1.96,2.57,Orthodox,42,62,0.2,38,2.95,63,155,Paul Felder
11575,January 03 2015,Cody Garbrandt,Marcus Brimage,0,0,3,49,43,0,0,1,0,4.5,Bantamweight,Punches,KO/TKO,Record: 11-3-0,Jul 07 1991,5' 8,65,3.53,3.53,Orthodox,37,64,0,33,0.94,100,135,Record: 7-5-0,Apr 06 1985,5' 4,71,3.64,3.97,Southpaw,35,56,0,100,0.56,80,135,Cody Garbrandt
11575,January 03 2015,Shawn Jordan,Jared Cannonier,0,0,1,12,10,0,0,0,0,2.57,Heavyweight,Punch,KO/TKO,Record: 18-7-0,Oct 21 1984,6' 0,75,3.3,2.87,Southpaw,50,47,0.1,38,1.97,76,260,Record: 11-4-0,Mar 16 1984,5' 11,77,2.83,3.63,Switch,50,67,0,33,0.21,44,185,Shawn Jordan
11575,January 03 2015,Evan Dunham,Rodrigo Damm,0,0,3,152,47,0,0,1,0,5,Lightweight,,U-DEC,Record: 18-8-1,Dec 18 1981,5' 10,70,3.54,5.35,Southpaw,39,61,1,33,1.83,80,155,Record: 12-9-0,Feb 03 1980,5' 7,71,5.61,3.5,Orthodox,36,57,0.3,16,0.44,80,155,Evan Dunham
