event_date,event_name,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round_,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,winner,f1_dob,f1_record,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_dob,f2_record,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight
May 15 2012,UFC on FUEL TV: Korean Zombie vs Poirier,Rafael Dos Anjos,Kamal Shalorus,1,0,1,5,2,1,0,0,0,1.4,Lightweight,Rear Naked Choke,SUB,Rafael Dos Anjos,Oct 26 1984,Record: 29-12-0,5' 8",70,3.28,3.57,Southpaw,45,62,0.7,39,1.89,60,170,Aug 27 1972,Record: 7-3-2,5' 8",68,2.99,3.06,Orthodox,32,70,0,50,2.07,80,155
May 15 2012,UFC on FUEL TV: Korean Zombie vs Poirier,Johnny Eduardo,Jeff Curran,0,0,3,51,31,0,0,0,0,5,Bantamweight,,U-DEC,Johnny Eduardo,Aug 03 1978,Record: 28-12-0,5' 7",71,3.34,2.89,Orthodox,38,63,0.5,0,0,62,135,Sep 02 1977,Record: 35-15-1,5' 6",69,2.48,1.54,Orthodox,31,60,1.2,12,0.35,35,135
May 15 2012,UFC on FUEL TV: Korean Zombie vs Poirier,Francisco Rivera,Alex Soto,0,0,3,68,41,0,0,0,3,5,Bantamweight,,U-DEC,Francisco Rivera,Oct 08 1981,Record: 11-7-0 (1 NC),5' 8",68,3.16,4.07,Orthodox,41,68,0.6,63,1.01,68,135,Feb 15 1984,Record: 6-2-1,5' 8",71,5.02,2.95,Southpaw,25,59,0,30,2.82,0,135
May 26 2012,UFC 146: Dos Santos vs Mir,Junior Dos Santos,Frank Mir,0,0,2,59,17,0,0,0,0,3.04,Heavyweight,Punch,KO/TKO,Junior Dos Santos,Jan 30 1984,Record: 21-6-0,6' 4",77,3.09,4.76,Orthodox,48,58,0.1,55,0.33,80,238,May 24 1979,Record: 18-11-0,6' 3",79,3.84,2.18,Southpaw,47,38,2,40,2.02,54,264
May 26 2012,UFC 146: Dos Santos vs Mir,Cain Velasquez,Antonio Silva,4,0,1,28,1,0,0,1,0,3.36,Heavyweight,Punches,KO/TKO,Cain Velasquez,Jul 28 1982,Record: 14-3-0,6' 1",77,2.33,6.37,Orthodox,57,57,0.4,45,5.13,85,240,Sep 14 1979,Record: 19-10-1 (1 NC),6' 4",80,3.09,2.89,Orthodox,45,50,0.8,29,0.82,66,264
May 26 2012,UFC 146: Dos Santos vs Mir,Roy Nelson,Dave Herman,0,0,1,2,3,0,0,0,0,0.51,Heavyweight,Punch,KO/TKO,Roy Nelson,Jun 20 1976,Record: 23-14-0,6' 0",72,4.79,2.18,Orthodox,36,46,0.1,27,1.14,65,263,Oct 03 1984,Record: 21-6-0,6' 4",76,3.78,4.98,Orthodox,60,48,0,100,1.49,58,242
May 26 2012,UFC 146: Dos Santos vs Mir,Stipe Miocic,Shane del Rosario,4,0,2,32,32,0,0,2,0,3.14,Heavyweight,Elbows,KO/TKO,Stipe Miocic,Aug 19 1982,Record: 19-3-0,6' 4",80,3.69,4.95,Orthodox,52,56,0,37,2.2,73,240,Sep 23 1983,Record: 11-2-0,6' 4",79,2.97,3.93,Southpaw,60,54,2.4,40,1.2,16,250
May 26 2012,UFC 146: Dos Santos vs Mir,Stefan Struve,Lavar Johnson,0,0,1,0,4,1,0,0,0,1.05,Heavyweight,Armbar,SUB,Stefan Struve,Feb 18 1988,Record: 33-12-0,6' 11",84,4,3.13,Orthodox,47,46,1.7,50,0.58,55,265,Jun 11 1977,Record: 17-7-0,6' 4",82,2.54,5.39,Orthodox,55,55,0.6,66,0.61,54,240
May 26 2012,UFC 146: Dos Santos vs Mir,Darren Elkins,Diego Brandao,4,3,3,36,23,1,0,1,0,5,Featherweight,,U-DEC,Darren Elkins,May 16 1984,Record: 25-8-0,5' 10",71,2.8,3.27,Orthodox,36,53,1.3,35,2.52,58,145,May 27 1987,Record: 24-11-0,5' 7",68,3.38,2.94,Orthodox,47,62,0.6,68,3.21,80,145
May 26 2012,UFC 146: Dos Santos vs Mir,Jamie Varner,Edson Barboza,1,0,1,20,11,0,0,2,0,3.23,Lightweight,Punches,KO/TKO,Jamie Varner,Oct 12 1984,Record: 21-11-1 (2 NC),5' 8",72,2.55,2.92,Orthodox,34,58,0.8,53,3.49,66,155,Jan 21 1986,Record: 20-8-0,5' 11",75,4.16,4.01,Orthodox,43,60,0.1,44,0.49,80,155
May 26 2012,UFC 146: Dos Santos vs Mir,CB Dollaway,Jason Miller,5,0,3,29,14,1,2,4,0,5,Middleweight,,U-DEC,CB Dollaway,Aug 10 1983,Record: 18-10-0,6' 2",76,2.58,2.65,Orthodox,47,54,1.2,54,3.55,62,185,Dec 24 1980,Record: 34-10-0 (1 NC),6' 1",72,2.3,1.83,Orthodox,43,49,1.3,28,1.31,43,185
May 26 2012,UFC 146: Dos Santos vs Mir,Dan Hardy,Duane Ludwig,0,0,1,18,17,0,0,0,0,3.51,Welterweight,Punch,KO/TKO,Dan Hardy,May 17 1982,Record: 25-10-0 (1 NC),6' 0",74,3.44,2.46,Orthodox,35,51,0.4,35,0.73,35,170,Aug 04 1978,Record: 29-14-0,5' 10",70,3.04,4.61,Orthodox,44,57,0.1,25,0.43,59,170
May 26 2012,UFC 146: Dos Santos vs Mir,Paul Sass,Jacob Volkmann,0,1,1,1,2,2,0,0,0,1.54,Lightweight,Triangle Choke,SUB,Paul Sass,Aug 04 1988,Record: 13-2-0,6' 0",73,1.9,0.53,Orthodox,26,51,7.4,16,0.53,33,155,Sep 05 1980,Record: 15-4-0,5' 9",71,1.78,1.19,Southpaw,34,52,2,48,3.19,52,155
May 26 2012,UFC 146: Dos Santos vs Mir,Glover Teixeira,Kyle Kingsbury,1,0,1,15,5,1,0,0,0,1.53,Light Heavyweight,Arm Triangle,SUB,Glover Teixeira,Oct 28 1979,Record: 30-7-0,6' 2",76,3.84,3.41,Orthodox,44,54,1,38,2,60,205,Mar 22 1982,Record: 11-6-0 (1 NC),6' 4",76,3.81,2.97,Orthodox,40,51,0,41,2.64,52,205
May 26 2012,UFC 146: Dos Santos vs Mir,Mike Brown,Daniel Pineda,4,1,3,38,28,0,0,2,1,5,Featherweight,,U-DEC,Mike Brown,Sep 08 1975,Record: 26-9-0,5' 6",70,2.45,2.98,Orthodox,44,60,0.6,40,3.23,66,145,Aug 06 1985,Record: 18-11-0,5' 7",69,2.51,2.99,Orthodox,43,47,2,25,1.46,48,145
June 22 2012,UFC on FX: Maynard vs Guida,Gray Maynard,Clay Guida,0,1,5,49,45,1,0,1,0,5,Lightweight,,S-DEC,Gray Maynard,May 09 1979,Record: 14-8-1 (1 NC),5' 9",70,2.64,1.92,Orthodox,32,66,0.7,47,2.91,81,155,Dec 08 1981,Record: 35-16-0,5' 7",70,2.46,2.45,Orthodox,33,65,0.7,37,3.32,69,155
June 22 2012,UFC on FX: Maynard vs Guida,Sam Stout,Spencer Fisher,1,0,3,64,65,0,0,4,0,5,Lightweight,,U-DEC,Sam Stout,Apr 23 1984,Record: 21-12-1,5' 9",70,4.08,4.17,Orthodox,28,57,0.1,38,0.63,77,155,May 09 1976,Record: 25-9-0,5' 7",70,3.03,3.17,Southpaw,43,64,0.8,30,0.67,60,155
June 22 2012,UFC on FX: Maynard vs Guida,Brian Ebersole,TJ Waldburger,0,2,3,39,18,0,4,2,1,5,Welterweight,,U-DEC,Brian Ebersole,Nov 27 1980,Record: 51-17-1 (1 NC),6' 0",73,2.14,2.32,Southpaw,49,56,0.1,23,1.7,61,170,Apr 25 1988,Record: 16-9-0,5' 11",75,2.39,2.02,Orthodox,51,40,4.8,46,3.03,40,170
June 22 2012,UFC on FX: Maynard vs Guida,Cub Swanson,Ross Pearson,0,0,2,45,38,0,0,0,3,4.14,Featherweight,Punch,KO/TKO,Cub Swanson,Nov 02 1983,Record: 26-11-0,5' 8",70,3.65,4.59,Orthodox,49,61,0.5,50,1.06,60,145,Sep 26 1984,Record: 22-16-0 (1 NC),5' 8",69,4.09,3.68,Orthodox,40,62,0,35,0.74,75,155
June 22 2012,UFC on FX: Maynard vs Guida,Ricardo Lamas,Hatsu Hioki,0,3,3,36,17,4,0,0,4,5,Featherweight,,U-DEC,Ricardo Lamas,May 21 1982,Record: 19-8-0,5' 8",71,2.66,2.88,Orthodox,45,59,1,32,1.63,47,145,Jul 18 1983,Record: 27-9-2,5' 11",70,2.12,2.42,Orthodox,42,65,0.6,56,2.55,54,145
June 22 2012,UFC on FX: Maynard vs Guida,Ramsey Nijem,CJ Keith,1,2,1,5,5,0,0,1,0,2.29,Lightweight,Punch,KO/TKO,Ramsey Nijem,Apr 01 1988,Record: 10-6-0,5' 11",75,1.62,3.05,Orthodox,44,62,1.1,62,5.32,55,155,Aug 09 1986,Record: 8-2-0,6' 0",null,1.82,0.86,Orthodox,50,50,0,0,0,62,155
June 22 2012,UFC on FX: Maynard vs Guida,Rick Story,Brock Jardine,3,0,3,51,18,0,0,5,0,5,Welterweight,,U-DEC,Rick Story,Aug 28 1984,Record: 19-9-0,5' 9",71,2.17,3.8,Southpaw,41,62,0.9,48,2.53,63,170,Jul 10 1985,Record: 9-3-0,5' 11",73,3.34,1.06,Orthodox,30,56,0.8,0,0,14,170
June 22 2012,UFC on FX: Maynard vs Guida,Steven Siler,Joey Gambino,2,0,1,12,5,1,0,1,0,2.47,Featherweight,Guillotine Choke,SUB,Steven Siler,Feb 15 1987,Record: 23-13-0,5' 11",70,2.96,3.21,Orthodox,41,54,1.6,21,0.47,55,145,Oct 26 1988,Record: 9-2-0,5' 7",null,2.53,2.47,Orthodox,35,51,0.8,0,0,42,145
June 22 2012,UFC on FX: Maynard vs Guida,Chris Camozzi,Nick Catone,0,0,3,34,14,0,0,0,2,1.51,Middleweight,,KO/TKO,Chris Camozzi,Nov 20 1986,Record: 24-13-0,6' 2",76,2.96,3.57,Orthodox,44,56,0.5,19,0.27,57,185,Sep 01 1981,Record: 10-4-0,6' 0",72,2.32,2.11,Southpaw,44,63,0.5,44,3.71,83,185
June 22 2012,UFC on FX: Maynard vs Guida,Matt Brown,Luis Ramos,0,1,2,52,20,0,0,0,1,4.2,Welterweight,Knees,KO/TKO,Matt Brown,Jan 10 1981,Record: 24-16-0,6' 0",75,2.58,3.75,Orthodox,54,56,1.6,47,1.64,63,170,Jan 18 1981,Record: 19-8-2,5' 8",null,5.6,2.4,Orthodox,35,42,0,20,1.5,100,170
June 22 2012,UFC on FX: Maynard vs Guida,Dan Miller,Ricardo Funch,0,0,3,57,72,3,0,0,2,3.12,Welterweight,Guillotine Choke,SUB,Dan Miller,Jun 30 1981,Record: 14-8-0 (1 NC),6' 1",74,3.06,2.03,Orthodox,36,49,1.8,54,1.67,47,185,Aug 14 1980,Record: 8-4-0,5' 10",76,3.57,2.61,Southpaw,65,40,0,18,1.24,60,170
June 22 2012,UFC on FX: Maynard vs Guida,Ken Stone,Dustin Pague,0,0,3,63,41,0,0,0,0,5,Bantamweight,,S-DEC,Ken Stone,Oct 08 1982,Record: 11-4-0,5' 8",71,2.9,3.85,,49,48,0.6,33,1.24,60,135,Aug 05 1987,Record: 11-10-0,5' 9",74,2.96,1.65,Orthodox,53,41,2.6,44,1.03,55,135
June 01 2012,The Ultimate Fighter LIVE Finale,Martin Kampmann,Jake Ellenberger,0,0,2,13,19,0,0,0,0,1.4,Welterweight,Knee,KO/TKO,Martin Kampmann,Apr 17 1982,Record: 20-7-0,6' 0",72,3.28,3.22,Orthodox,42,62,2,41,1.86,78,170,Mar 28 1985,Record: 31-15-0,5' 9",71,2.83,2.47,Orthodox,39,60,0.4,47,2.04,86,170
June 01 2012,The Ultimate Fighter LIVE Finale,Michael Chiesa,Al Iaquinta,1,0,1,9,8,1,0,1,0,2.47,Lightweight,Rear Naked Choke,SUB,Michael Chiesa,Dec 07 1987,Record: 16-4-0,6' 1",75,2.09,2.28,Southpaw,41,51,1.2,48,3.55,66,170,Apr 30 1987,Record: 14-6-1,5' 10",70,4.44,4.06,Orthodox,40,61,0.2,18,0.64,74,155
June 01 2012,The Ultimate Fighter LIVE Finale,Charles Oliveira,Jonathan Brookins,0,0,2,42,27,1,1,1,1,2.42,Featherweight,Guillotine Choke,SUB,Charles Oliveira,Oct 17 1989,Record: 28-8-0 (1 NC),5' 10",74,3.03,3.21,Orthodox,50,54,2.8,42,2.77,58,155,Aug 13 1985,Record: 14-6-0,6' 0",73,3.63,2.69,Southpaw,39,56,0.3,17,1.94,80,145
June 01 2012,The Ultimate Fighter LIVE Finale,Max Holloway,Pat Schilling,0,0,3,118,27,0,0,0,0,5,Featherweight,,U-DEC,Max Holloway,Dec 04 1991,Record: 21-5-0,5' 11",69,4.45,6.66,Orthodox,44,62,0.4,83,0.24,85,145,Aug 28 1988,Record: 5-2-0,5' 8",69,8.24,1.87,Orthodox,26,52,0,0,0,0,145
June 01 2012,The Ultimate Fighter LIVE Finale,Justin Lawrence,John Cofer,0,1,3,54,36,0,0,1,2,0.19,Lightweight,Kick,KO/TKO,Justin Lawrence,May 15 1990,Record: 5-2-0,5' 8",67,2.83,3.84,Orthodox,35,67,0,28,0.72,73,145,Apr 29 1984,Record: 7-4-0,5' 9",73,3.43,2.73,Southpaw,41,62,0,50,1.22,64,155
June 01 2012,The Ultimate Fighter LIVE Finale,Daron Cruickshank,Chris Tickle,3,3,3,17,16,0,2,4,1,5,Lightweight,,U-DEC,Daron Cruickshank,Jun 11 1985,Record: 16-8-0 (1 NC),5' 8",72,2.98,2.88,Switch,38,57,0.2,41,2.04,60,155,Feb 01 1982,Record: 7-5-0,5' 9",null,1.13,1.07,,40,43,2,25,1,20,155
June 01 2012,The Ultimate Fighter LIVE Finale,Myles Jury,Chris Saunders,0,0,1,12,6,1,0,0,1,4.03,Lightweight,Guillotine Choke,SUB,Myles Jury,Oct 31 1988,Record: 17-4-0,5' 10",73,2.16,2.94,Orthodox,42,66,0.3,55,2.16,50,145,Mar 11 1986,Record: 9-3-0,5' 8",null,2.96,1.48,,22,75,0,100,3.7,0,155
June 01 2012,The Ultimate Fighter LIVE Finale,Sam Sicilia,Cristiano Marcello,0,0,2,33,39,0,0,0,0,2.53,Lightweight,Knee,KO/TKO,Sam Sicilia,Feb 01 1986,Record: 15-8-0,5' 8",67,3.55,2.46,Orthodox,33,59,0.9,43,1.45,70,145,Dec 03 1977,Record: 13-6-0,5' 9",72,3.61,2.56,Orthodox,33,58,0.9,11,0.44,20,155
June 01 2012,The Ultimate Fighter LIVE Finale,Joe Proctor,Jeremy Larsen,0,0,1,10,13,0,0,0,0,1.59,Lightweight,Knee,KO/TKO,Joe Proctor,Aug 10 1985,Record: 11-5-0,5' 10",72,3.93,3.39,Orthodox,36,59,1.8,0,0,70,155,May 18 1984,Record: 8-5-0 (1 NC),5' 10",70,5.75,4.87,Orthodox,48,57,0,33,2.49,0,145
June 01 2012,The Ultimate Fighter LIVE Finale,Erik Perez,John Albert,1,1,1,18,6,1,2,0,0,4.18,Bantamweight,Armbar,SUB,Erik Perez,Nov 19 1989,Record: 17-6-0,5' 8",68,2.09,3.16,Orthodox,40,66,0.2,55,3.16,69,135,Oct 13 1986,Record: 7-5-0,5' 8",68,2.82,3.05,,49,35,6.1,0,0,50,135
July 21 2012,UFC 149: Faber vs Barao,Renan Barao,Urijah Faber,0,0,5,85,60,0,0,0,0,5,Bantamweight,,U-DEC,Renan Barao,Jan 31 1987,Record: 36-9-0 (1 NC),5' 6",70,3.9,3.78,Orthodox,36,57,0.5,41,1.49,91,145,May 14 1979,Record: 35-11-0,5' 6",67,2.59,2.65,Orthodox,40,64,0.8,30,1.54,58,135
July 21 2012,UFC 149: Faber vs Barao,Tim Boetsch,Hector Lombard,0,0,3,54,26,0,0,0,2,5,Middleweight,,S-DEC,Tim Boetsch,Jan 28 1981,Record: 21-13-0,6' 0",74,2.9,2.93,Orthodox,50,57,0.8,34,1.45,59,185,Feb 02 1978,Record: 34-10-1 (2 NC),5' 9",71,3.35,3.02,Southpaw,46,53,0.5,48,1.69,77,185
July 21 2012,UFC 149: Faber vs Barao,Cheick Kongo,Shawn Jordan,0,1,3,38,15,0,0,0,0,5,Heavyweight,,U-DEC,Cheick Kongo,May 17 1975,Record: 29-9-2,6' 4",82,1.28,3.33,Orthodox,56,54,0.2,56,2.3,52,240,Oct 21 1984,Record: 18-7-0,6' 0",75,3.3,2.87,Southpaw,50,47,0.1,38,1.97,76,260
July 21 2012,UFC 149: Faber vs Barao,James Head,Brian Ebersole,2,2,3,37,35,1,0,1,1,5,Welterweight,,S-DEC,James Head,Feb 09 1984,Record: 9-4-0,6' 1",73,3.11,2.75,Orthodox,48,49,0.8,100,0.41,66,170,Nov 27 1980,Record: 51-17-1 (1 NC),6' 0",73,2.14,2.32,Southpaw,49,56,0.1,23,1.7,61,170
July 21 2012,UFC 149: Faber vs Barao,Chris Clements,Matthew Riddle,0,4,3,38,28,0,1,0,5,2.02,Welterweight,,Overturned,Chris Clements,Feb 09 1976,Record: 12-6-0 (1 NC),5' 10",70,2.37,3.2,Orthodox,49,44,0.3,0,0,32,170,Jan 14 1986,Record: 7-3-0 (2 NC),6' 1",74,2.74,3.01,Southpaw,42,54,0.5,50,3.51,89,170
July 21 2012,UFC 149: Faber vs Barao,Nick Ring,Court McGee,2,0,3,68,108,0,0,0,0,5,Middleweight,,U-DEC,Nick Ring,Feb 10 1979,Record: 13-3-0,6' 0",74,3.48,3.52,Southpaw,42,62,0.3,36,1.36,52,185,Dec 12 1984,Record: 20-9-0,5' 11",75,3.8,4.86,Orthodox,35,61,0.4,21,1.71,63,170
July 21 2012,UFC 149: Faber vs Barao,Roland Delorme,Francisco Rivera,0,0,1,16,52,0,0,0,0,4.19,Bantamweight,Punch,Overturned,Roland Delorme,Dec 18 1983,Record: 9-4-0 (1 NC),5' 9",71,4.32,2.28,Orthodox,44,40,1.6,34,2.51,42,135,Oct 08 1981,Record: 11-7-0 (1 NC),5' 8",68,3.16,4.07,Orthodox,41,68,0.6,63,1.01,68,135
July 21 2012,UFC 149: Faber vs Barao,Ryan Jimmo,Anthony Perosh,0,0,1,2,0,0,0,0,0,0.07,Light Heavyweight,Punch,KO/TKO,Ryan Jimmo,Nov 27 1981,Record: 19-5-0,6' 1",73,2.77,3.12,Orthodox,66,46,0,28,0.45,87,205,Oct 05 1972,Record: 15-10-0,6' 3",75,3.77,2.27,Orthodox,43,53,1.1,22,2.03,33,205
July 21 2012,UFC 149: Faber vs Barao,Bryan Caraway,Mitch Gagnon,5,0,3,11,27,1,0,3,1,1.39,Bantamweight,Rear Naked Choke,SUB,Bryan Caraway,Aug 04 1984,Record: 21-10-0,5' 8",68,3.61,2.53,Orthodox,34,54,0.8,25,2.57,80,135,Oct 10 1984,Record: 12-5-0,5' 5",65,2.21,2.76,Southpaw,46,61,1.9,25,1.16,65,135
July 21 2012,UFC 149: Faber vs Barao,Antonio Carvalho,Daniel Pineda,0,0,1,10,7,0,0,0,0,1.11,Featherweight,Punch,KO/TKO,Antonio Carvalho,May 30 1979,Record: 15-6-0,5' 9",68,3.62,3.03,Orthodox,29,64,0,0,0,100,145,Aug 06 1985,Record: 18-11-0,5' 7",69,2.51,2.99,Orthodox,43,47,2,25,1.46,48,145
July 21 2012,UFC 149: Faber vs Barao,Anton Kuivanen,Mitch Clarke,4,1,3,29,6,1,1,3,3,5,Lightweight,,S-DEC,Anton Kuivanen,May 01 1984,Record: 17-6-0,5' 8",72,1.63,2.27,Orthodox,38,67,0.4,100,1.2,71,155,Nov 24 1985,Record: 11-5-0,5' 10",73,3.27,2.35,Orthodox,34,47,0.4,15,0.64,50,155
June 08 2012,UFC on FX: Johnson vs McCall,Demetrious Johnson,Ian McCall,0,0,3,90,57,0,0,2,1,5,Flyweight,,U-DEC,Demetrious Johnson,Aug 13 1986,Record: 27-3-1,5' 3",66,1.66,3.43,Orthodox,54,67,0.5,56,3.35,65,125,May 07 1984,Record: 13-5-1,5' 5",64,3.25,3.59,Orthodox,39,67,0,30,2.08,88,125
June 08 2012,UFC on FX: Johnson vs McCall,Erick Silva,Charlie Brenneman,1,0,1,10,3,2,0,0,1,4.33,Welterweight,Rear Naked Choke,SUB,Erick Silva,Jun 21 1984,Record: 19-9-0 (1 NC),6' 0",74,4.18,2.5,Orthodox,48,49,1.4,35,0.85,56,170,Feb 09 1981,Record: 19-8-0,5' 10",72,1.55,1.52,Orthodox,56,46,0,42,4.23,72,155
June 08 2012,UFC on FX: Johnson vs McCall,Mike Pyle,Josh Neer,1,0,1,18,19,0,0,1,0,4.56,Welterweight,Punch,KO/TKO,Mike Pyle,Sep 18 1975,Record: 27-14-1,6' 0",74,2.84,2.74,Orthodox,45,60,1.5,35,1.8,70,170,Mar 24 1983,Record: 33-13-1,5' 11",72,3.63,3.29,Orthodox,46,58,1.3,34,1.09,46,170
June 08 2012,UFC on FX: Johnson vs McCall,Eddie Wineland,Scott Jorgensen,0,0,2,61,48,0,0,1,0,4.1,Bantamweight,Punch,KO/TKO,Eddie Wineland,Jun 26 1984,Record: 24-13-1,5' 7",69,3.51,3.41,Orthodox,29,70,0.1,28,0.28,86,135,Sep 17 1982,Record: 15-12-0,5' 5",66,3.41,3.37,Orthodox,40,65,0.7,45,2.61,59,135
June 08 2012,UFC on FX: Johnson vs McCall,Mike Pierce,Carlos Eduardo Rocha,0,0,3,32,17,0,0,3,0,5,Welterweight,,U-DEC,Mike Pierce,Sep 01 1980,Record: 17-7-0,5' 8",70,2.36,2.62,Orthodox,42,62,0.2,42,3.08,71,170,Jul 12 1981,Record: 9-2-0,5' 10",70,1.85,1.24,Orthodox,34,55,1.4,0,0,52,170
June 08 2012,UFC on FX: Johnson vs McCall,Seth Baczynski,Lance Benoist,1,0,3,25,35,0,0,1,3,5,Welterweight,,S-DEC,Seth Baczynski,Oct 26 1981,Record: 18-11-0,6' 3",74,3.14,3.08,Orthodox,31,51,0.8,16,0.89,48,170,Aug 26 1988,Record: 7-2-0,5' 11",73,2.7,3.68,Southpaw,51,56,0,33,1.5,61,170
June 08 2012,UFC on FX: Johnson vs McCall,Matt Grice,Leonard Garcia,8,0,3,61,2,1,0,4,0,5,Featherweight,,U-DEC,Matt Grice,Jul 29 1981,Record: 15-5-0,5' 8",70,2.69,4.09,Orthodox,53,56,0.5,37,2.19,82,145,Jul 14 1979,Record: 19-11-1,5' 10",69,4.79,2.77,Orthodox,24,52,0.5,26,0.3,42,145
June 08 2012,UFC on FX: Johnson vs McCall,Dustin Pague,Jared Papazian,2,0,1,6,7,1,0,1,0,3.21,Bantamweight,Rear Naked Choke,SUB,Dustin Pague,Aug 05 1987,Record: 11-10-0,5' 9",74,2.96,1.65,Orthodox,53,41,2.6,44,1.03,55,135,Feb 01 1988,Record: 14-9-0 (1 NC),5' 8",67,3.81,3.33,Southpaw,39,44,0,0,0,50,135
June 08 2012,UFC on FX: Johnson vs McCall,Tim Means,Justin Salas,0,0,1,26,5,0,0,0,0,1.06,Lightweight,Punches,KO/TKO,Tim Means,Feb 20 1984,Record: 29-11-1 (1 NC),6' 2",75,3.34,4.87,Orthodox,45,62,0.2,45,0.87,63,170,Mar 13 1982,Record: 12-7-0,5' 8",70,2.96,3.42,Southpaw,43,68,0,20,2.43,0,155
June 08 2012,UFC on FX: Johnson vs McCall,Buddy Roberts,Caio Magalhaes,0,0,3,35,22,0,0,0,2,5,Middleweight,,U-DEC,Buddy Roberts,Oct 17 1982,Record: 12-3-0,6' 2",null,2.08,2.17,Orthodox,34,70,0.7,0,0,76,185,Dec 14 1987,Record: 9-3-0,6' 1",73,2.78,2.27,Orthodox,40,56,1.6,15,1.05,58,185
June 08 2012,UFC on FX: Johnson vs McCall,Henry Martinez,Bernardo Magalhaes,0,0,3,18,26,0,1,0,0,5,Lightweight,,S-DEC,Henry Martinez,Aug 07 1983,Record: 9-3-0,5' 7",68,4.01,2.79,Southpaw,25,60,0,0,0,80,155,Apr 08 1981,Record: 11-3-0,5' 9",65,3.37,1.8,Orthodox,27,68,0.5,0,0,0,155
June 08 2012,UFC on FX: Johnson vs McCall,Sean Pierson,Jake Hecht,1,2,3,41,37,1,0,1,3,5,Welterweight,,U-DEC,Sean Pierson,Mar 10 1976,Record: 14-6-0,6' 0",76,3.73,3.84,Southpaw,39,64,0.4,18,0.39,66,170,Feb 09 1984,Record: 11-4-0,6' 0",76,2.76,3.26,Orthodox,47,56,0,37,2.04,40,170
August 04 2012,UFC on FOX: Shogun vs Vera,Mauricio Rua,Brandon Vera,6,1,4,68,67,0,1,4,1,4.09,Light Heavyweight,Punches,KO/TKO,Mauricio Rua,Nov 25 1981,Record: 26-11-1,6' 1",76,2.68,3.63,Orthodox,50,55,0.8,48,2.17,47,205,Oct 10 1977,Record: 12-7-0 (1 NC),6' 3",76,2.81,3.03,Orthodox,56,52,0.2,53,0.7,59,230
August 04 2012,UFC on FOX: Shogun vs Vera,Lyoto Machida,Ryan Bader,0,0,2,21,7,0,0,0,0,1.32,Light Heavyweight,Punch,KO/TKO,Lyoto Machida,May 30 1978,Record: 24-8-0,6' 1",74,1.57,2.59,Southpaw,53,61,0.4,65,1.21,75,185,Jun 07 1983,Record: 23-5-0,6' 2",74,1.39,2.82,Orthodox,43,71,0.4,44,3.37,80,205
August 04 2012,UFC on FOX: Shogun vs Vera,Joe Lauzon,Jamie Varner,5,1,3,44,82,1,1,2,2,2.44,Lightweight,Triangle Choke,SUB,Joe Lauzon,May 22 1984,Record: 28-16-0,5' 10",71,5.39,2.84,Orthodox,39,54,2,45,2.39,54,155,Oct 12 1984,Record: 21-11-1 (2 NC),5' 8",72,2.55,2.92,Orthodox,34,58,0.8,53,3.49,66,155
August 04 2012,UFC on FOX: Shogun vs Vera,Mike Swick,DaMarques Johnson,0,1,2,19,17,0,0,1,2,1.2,Welterweight,Punch,KO/TKO,Mike Swick,Jun 19 1979,Record: 15-6-0,6' 1",77,2.29,2.36,Orthodox,37,54,0.6,50,1.06,61,170,Jun 28 1982,Record: 18-12-0,6' 1",75,3.75,2.11,Orthodox,37,51,0.7,55,1.18,19,170
August 04 2012,UFC on FOX: Shogun vs Vera,Nam Phan,Cole Miller,0,0,3,129,143,0,0,0,0,5,Featherweight,,S-DEC,Nam Phan,Mar 13 1983,Record: 18-14-0,5' 6",70,6.55,4.52,Orthodox,37,59,0.2,18,0.18,60,135,Apr 26 1984,Record: 21-11-0 (1 NC),6' 1",74,3.88,3,Orthodox,33,59,1.8,36,0.6,38,145
August 04 2012,UFC on FOX: Shogun vs Vera,Phil Davis,Wagner Prado,0,0,1,4,2,0,0,0,0,1.28,Light Heavyweight,,CNC,Phil Davis,Sep 25 1984,Record: 13-3-0 (1 NC),6' 2",79,1.33,2.85,Orthodox,34,72,0.6,38,2.99,72,205,Dec 30 1986,Record: 8-2-0 (1 NC),6' 0",74,3.06,1.72,Southpaw,40,50,0,0,0,22,205
August 04 2012,UFC on FOX: Shogun vs Vera,Rani Yahya,Josh Grispi,1,0,1,3,6,1,0,1,0,3.15,Featherweight,North-South Choke,SUB,Rani Yahya,Sep 12 1984,Record: 26-10-0 (1 NC),5' 6",67,1.61,1.59,Orthodox,36,52,2.1,32,2.92,22,135,Oct 14 1988,Record: 14-5-0,5' 11",74,3.71,1.44,Orthodox,41,50,2.2,36,1.97,16,145
