event_date,event_name,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round_,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,winner,f1_dob,f1_record,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_dob,f2_record,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Dustin Poirier,Justin Gaethje,0,0,4,174,115,0,0,0,0,0.33,Lightweight,Punch,KO/TKO,Dustin Poirier,Jan 19 1989,Record: 25-6-0 (1 NC),5' 9",72,3.97,5.51,Southpaw,49,56,1.2,37,1.55,61,155,Nov 14 1988,Record: 21-2-0,5' 11",70,9.67,8.57,Orthodox,55,54,0,0,0,80,155
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Alex Oliveira,Carlos Condit,4,2,2,9,12,1,1,3,1,3.17,Welterweight,Guillotine Choke,SUB,Alex Oliveira,Feb 21 1988,Record: 19-8-1 (2 NC),5' 11",76,2.25,2.9,Orthodox,50,46,0.7,39,2.86,61,170,Apr 26 1984,Record: 30-13-0,6' 2",75,2.34,3.56,Orthodox,39,57,1.2,55,0.58,36,170
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Israel Adesanya,Marvin Vettori,0,1,3,57,46,0,0,0,2,5,Middleweight,,S-DEC,Israel Adesanya,Jul 22 1989,Record: 18-0-0,6' 4",80,2.6,4.46,Switch,50,66,0.4,0,0,85,185,Sep 20 1993,Record: 14-4-1,6' 0",74,2.85,4.05,Southpaw,41,66,0.6,45,1.43,80,185
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Michelle Waterson,Cortney Casey,0,1,3,61,36,0,3,3,0,5,Women's Strawweight,,S-DEC,Michelle Waterson,Jan 06 1986,Record: 17-7-0,5' 3",62,3.88,3.35,Orthodox,53,48,1.2,50,1.88,57,115,May 05 1987,Record: 8-7-0,5' 7",67,4.73,4.8,Orthodox,38,53,0.5,30,0.35,38,115
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Antonio Carlos Junior,Tim Boetsch,1,0,1,31,7,1,0,1,0,4.28,Middleweight,Rear Naked Choke,SUB,Antonio Carlos Junior,Mar 16 1990,Record: 11-4-0 (1 NC),6' 2",79,1.98,1.91,Orthodox,44,53,0.9,44,3.7,53,185,Jan 28 1981,Record: 21-13-0,6' 0",74,2.9,2.93,Orthodox,50,57,0.8,34,1.45,59,185
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Muslim Salikhov,Ricky Rainey,0,0,2,25,19,0,0,0,0,4.12,Welterweight,Punch,KO/TKO,Muslim Salikhov,Jun 09 1984,Record: 16-2-0,5' 11",70,1.97,2.92,Orthodox,46,68,0,42,1.22,72,170,Jun 29 1983,Record: 13-6-0,6' 1",77,2.62,2.55,Switch,48,46,0,18,0.95,55,170
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,John Moraga,Wilson Reis,1,8,3,46,12,1,0,0,8,5,Flyweight,,U-DEC,John Moraga,Mar 20 1984,Record: 19-7-0,5' 6",66,2.55,2.57,Orthodox,43,56,1.1,23,0.62,44,125,Jan 06 1985,Record: 23-10-0,5' 4",65,3.04,1.83,Southpaw,29,55,0.6,42,5.15,47,125
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Brad Tavares,Krzysztof Jotko,0,0,3,46,24,0,0,0,0,2.16,Middleweight,Punch,KO/TKO,Brad Tavares,Dec 21 1987,Record: 17-7-0,6' 1",74,2.76,3,Orthodox,40,55,0,27,1.03,77,185,Aug 19 1989,Record: 21-4-0,6' 1",77,1.81,2.84,Southpaw,44,58,0.1,40,1.39,85,185
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Gilbert Burns,Dan Moret,2,0,2,31,20,0,0,2,0,0.59,Lightweight,Punch,KO/TKO,Gilbert Burns,Jul 20 1986,Record: 17-3-0,5' 10",71,3.05,3.09,Orthodox,43,57,0.7,38,2.43,50,155,Nov 21 1986,Record: 13-6-0,6' 0",73,3.56,2.67,Southpaw,43,43,0.4,27,1.25,45,155
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Lauren Mueller,Shana Dobson,1,0,3,58,68,0,0,2,1,5,Women's Flyweight,,U-DEC,Lauren Mueller,Nov 15 1991,Record: 5-3-0,5' 5",67,3.77,4.08,Orthodox,41,58,0,50,0.7,71,125,Mar 30 1989,Record: 3-3-0,5' 6",69,5.31,3.56,,33,53,0,25,0.4,0,125
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Yushin Okami,Dhiego Lima,6,0,3,15,11,0,0,6,0,5,Welterweight,,U-DEC,Yushin Okami,Jul 21 1981,Record: 35-12-0,6' 2",75,2.25,2.06,Southpaw,38,60,0.5,39,1.98,84,170,Jan 31 1989,Record: 17-7-0,6' 2",75,2.96,2.84,Orthodox,40,62,0.8,44,1.66,66,170
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Adam Wieczorek,Arjan Bhullar,0,1,2,13,9,1,0,0,2,1.59,Heavyweight,Omoplata,SUB,Adam Wieczorek,Feb 05 1992,Record: 10-2-0,6' 5",81,1.87,1.68,Orthodox,38,48,0.4,33,0.41,58,250,May 13 1986,Record: 9-1-0,6' 1",75,3.25,2.33,Orthodox,56,59,0,75,1.73,100,245
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Alejandro Perez,Matthew Lopez,0,2,2,44,22,0,2,0,3,3.42,Bantamweight,Punches,KO/TKO,Alejandro Perez,Sep 02 1989,Record: 22-8-1,5' 6",67,2.94,3.52,Orthodox,35,64,0.1,20,0.52,73,135,Jan 21 1987,Record: 10-4-0,5' 7",69,3.73,3.13,Southpaw,50,55,1.3,60,3.32,71,135
April 14 2018,UFC Fight Night: Poirier vs. Gaethje,Luke Sanders,Patrick Williams,0,0,3,59,61,0,0,0,1,5,Bantamweight,,U-DEC,Luke Sanders,Dec 12 1985,Record: 13-3-0,5' 6",67,4.05,6,Southpaw,51,54,0.4,25,0.37,70,135,Sep 07 1981,Record: 8-6-0,5' 8",73,4.12,4.12,Orthodox,51,52,0.5,41,2.71,100,135
April 21 2018,UFC Fight Night: Barboza vs. Lee,Kevin Lee,Edson Barboza,11,0,5,142,51,0,0,4,0,2.18,Lightweight,,KO/TKO,Kevin Lee,Sep 04 1992,Record: 18-5-0,5' 9",77,3.18,3.9,Orthodox,42,52,0.9,42,3.23,74,170,Jan 21 1986,Record: 20-8-0,5' 11",75,4.16,4.01,Orthodox,43,60,0.1,44,0.49,80,155
April 21 2018,UFC Fight Night: Barboza vs. Lee,Frankie Edgar,Cub Swanson,0,0,3,58,48,0,0,0,0,5,Featherweight,,U-DEC,Frankie Edgar,Oct 16 1981,Record: 22-7-1,5' 6",68,2.39,3.6,Orthodox,39,69,0.3,31,2.36,65,145,Nov 02 1983,Record: 26-11-0,5' 8",70,3.65,4.59,Orthodox,49,61,0.5,50,1.06,60,145
April 21 2018,UFC Fight Night: Barboza vs. Lee,Justin Willis,Chase Sherman,1,0,3,76,69,0,0,1,0,5,Heavyweight,,U-DEC,Justin Willis,Jul 19 1987,Record: 8-2-0,6' 1",78,2.57,3.37,Southpaw,59,57,0,66,0.96,36,264,Nov 16 1989,Record: 11-6-0,6' 4",78,5.76,5.81,Orthodox,43,51,0,0,0,77,250
April 21 2018,UFC Fight Night: Barboza vs. Lee,David Branch,Thiago Santos,1,0,1,5,14,0,0,0,0,2.3,Middleweight,Punch,KO/TKO,David Branch,Sep 26 1981,Record: 22-6-0,6' 1",78,1.91,1.66,Orthodox,39,56,0,32,2.55,43,185,Jan 07 1984,Record: 21-7-0,6' 2",76,2.19,4.44,Orthodox,47,57,0.1,40,0.83,68,205
April 21 2018,UFC Fight Night: Barboza vs. Lee,Aljamain Sterling,Brett Johns,2,1,3,89,27,0,0,3,1,5,Bantamweight,,U-DEC,Aljamain Sterling,Jul 31 1989,Record: 18-3-0,5' 7",71,1.95,4.85,Orthodox,50,66,0.8,29,1.91,51,135,Feb 21 1992,Record: 15-2-0,5' 7",71,4.74,3.41,Orthodox,45,55,0.5,48,3.72,78,135
April 21 2018,UFC Fight Night: Barboza vs. Lee,Dan Hooker,Jim Miller,0,0,1,24,10,0,0,0,1,3,Lightweight,Knee,KO/TKO,Dan Hooker,Feb 13 1990,Record: 20-8-0,6' 0",75,4.72,4.73,Switch,44,55,0.4,33,0.4,78,155,Aug 30 1983,Record: 31-13-0 (1 NC),5' 8",71,2.89,2.78,Southpaw,40,59,2,42,1.77,47,155
April 21 2018,UFC Fight Night: Barboza vs. Lee,Ryan LaFlare,Alex Garcia,1,1,3,24,11,0,0,1,5,5,Welterweight,,U-DEC,Ryan LaFlare,Oct 01 1983,Record: 14-3-0,6' 1",74,1.86,2.89,Southpaw,40,63,0.2,44,2.13,58,170,Jul 14 1987,Record: 15-6-0,5' 9",72,3.03,1.81,Orthodox,31,59,0.1,52,3.72,66,170
April 21 2018,UFC Fight Night: Barboza vs. Lee,Ricky Simon,Merab Dvalishvili,2,0,3,34,61,1,0,2,6,5,Bantamweight,,KO/TKO,Ricky Simon,Aug 31 1992,Record: 15-3-0,5' 6",69,3.79,2.96,Orthodox,40,65,0.2,49,6.53,71,135,Jan 10 1991,Record: 9-4-0,5' 6",68,2.2,3.75,Orthodox,37,55,0,43,6.75,80,135
April 21 2018,UFC Fight Night: Barboza vs. Lee,Siyar Bahadurzada,Luan Chagas,0,1,2,33,11,0,0,1,0,2.4,Welterweight,Kick,KO/TKO,Siyar Bahadurzada,Apr 17 1984,Record: 24-8-1,5' 11",73,3.23,2.91,Orthodox,40,49,0.3,61,1.32,62,170,Jun 17 1993,Record: 15-3-1,6' 0",75,3.19,4.16,Orthodox,47,62,0.3,12,0.32,85,170
April 21 2018,UFC Fight Night: Barboza vs. Lee,Corey Anderson,Patrick Cummins,6,0,3,64,31,0,0,12,0,5,Light Heavyweight,,U-DEC,Corey Anderson,Sep 22 1989,Record: 14-4-0,6' 3",79,2.18,4.45,Orthodox,46,59,0,50,4.98,83,205,Nov 16 1980,Record: 10-7-0,6' 2",76,3.35,4.26,Orthodox,50,55,0.1,41,4.49,28,205
April 21 2018,UFC Fight Night: Barboza vs. Lee,Anthony Rocco Martin,Keita Nakamura,1,0,3,56,24,2,0,0,2,5,Welterweight,,U-DEC,Anthony Rocco Martin,Dec 11 1989,Record: 17-5-0,6' 0",73,2.45,2.7,Orthodox,36,59,1.1,25,0.68,64,170,May 22 1984,Record: 34-10-2 (1 NC),5' 11",73,3.2,2.23,Southpaw,36,58,0.3,48,1.65,63,170
May 12 2018,UFC 224: Nunes vs. Pennington,Amanda Nunes,Raquel Pennington,2,1,5,124,64,0,0,3,1,2.36,Women's Bantamweight,Punches,KO/TKO,Amanda Nunes,May 30 1988,Record: 19-4-0,5' 8",69,2.63,4.34,Orthodox,49,55,0.7,47,2.33,80,135,Sep 05 1988,Record: 10-8-0,5' 7",67,3.33,3.39,Orthodox,45,64,0.9,26,1.14,64,135
May 12 2018,UFC 224: Nunes vs. Pennington,Kelvin Gastelum,Jacare Souza,0,3,3,53,64,0,1,0,1,5,Middleweight,,S-DEC,Kelvin Gastelum,Oct 24 1991,Record: 16-5-0 (1 NC),5' 9",71,3.01,3.75,Southpaw,43,59,0.1,35,0.8,62,185,Dec 07 1979,Record: 26-8-0 (1 NC),6' 1",72,2.81,2.54,Orthodox,46,62,1.4,38,2.46,60,185
May 12 2018,UFC 224: Nunes vs. Pennington,Mackenzie Dern,Amanda Cooper,3,0,1,15,6,1,0,0,0,2.27,Women's Strawweight,Rear Naked Choke,SUB,Mackenzie Dern,Mar 24 1993,Record: 7-1-0,5' 4",63,4.07,3.24,Orthodox,32,64,0.9,8,0.46,0,115,Oct 22 1991,Record: 4-5-0,5' 3",64,3.2,3.55,Switch,44,51,1.8,38,1.53,28,115
May 12 2018,UFC 224: Nunes vs. Pennington,John Lineker,Brian Kelleher,0,0,3,102,50,1,0,0,1,3.43,Bantamweight,Punch,KO/TKO,John Lineker,Jun 12 1990,Record: 31-9-0,5' 3",67,4.27,5.36,Orthodox,40,56,0.6,58,0.56,67,135,Aug 19 1986,Record: 19-10-0,5' 6",66,5.98,5.01,Switch,45,54,0.6,26,1.25,84,135
May 12 2018,UFC 224: Nunes vs. Pennington,Lyoto Machida,Vitor Belfort,0,0,2,11,2,0,0,0,0,1,Middleweight,Kick,KO/TKO,Lyoto Machida,May 30 1978,Record: 24-8-0,6' 1",74,1.57,2.59,Southpaw,53,61,0.4,65,1.21,75,185,Apr 01 1977,Record: 26-14-0 (1 NC),6' 0",74,2.83,1.59,Southpaw,46,50,0.6,60,1.02,53,185
May 12 2018,UFC 224: Nunes vs. Pennington,Cezar Ferreira,Karl Roberson,3,0,1,5,4,1,0,2,0,4.45,Middleweight,Arm Triangle,SUB,Cezar Ferreira,Feb 15 1985,Record: 14-8-0,6' 1",78,2.44,1.9,Southpaw,42,53,0.5,53,2.69,84,185,Oct 04 1990,Record: 9-2-0,6' 1",74,1.8,3.16,Southpaw,52,64,0.8,57,1.07,53,185
May 12 2018,UFC 224: Nunes vs. Pennington,Aleksei Oleinik,Junior Albini,0,1,1,10,10,1,0,0,1,1.45,Heavyweight,Other - Choke,SUB,Aleksei Oleinik,Jun 20 1977,Record: 57-13-1,6' 2",80,3.61,3.53,Orthodox,51,49,2.4,39,2.69,20,240,Mar 15 1991,Record: 14-6-0,6' 3",74,6.08,3.98,Orthodox,51,52,0,37,1.54,100,264
May 12 2018,UFC 224: Nunes vs. Pennington,Davi Ramos,Nick Hein,2,0,1,6,1,1,0,1,0,4.15,Lightweight,Rear Naked Choke,SUB,Davi Ramos,Nov 05 1986,Record: 10-3-0,5' 6",70,2.8,2.74,Orthodox,39,57,0.7,50,2.42,100,155,Apr 24 1984,Record: 14-5-0 (1 NC),5' 6",66,3.61,2.65,Southpaw,35,59,0,33,0.86,83,155
May 12 2018,UFC 224: Nunes vs. Pennington,Elizeu Zaleski dos Santos,Sean Strickland,0,0,1,15,14,0,0,0,0,3.4,Welterweight,Kick,KO/TKO,Elizeu Zaleski dos Santos,Dec 11 1986,Record: 21-6-0,5' 11",73,3.03,4.18,Orthodox,39,61,0.6,14,0.45,48,170,Feb 27 1991,Record: 20-3-0,6' 1",76,3.62,4.34,Orthodox,35,64,0.5,57,1.37,81,170
May 12 2018,UFC 224: Nunes vs. Pennington,Warlley Alves,Sultan Aliev,0,0,2,29,12,0,0,0,1,5,Welterweight,,KO/TKO,Warlley Alves,Jan 04 1991,Record: 14-4-0,5' 11",72,3.69,3.01,Orthodox,46,50,1,52,1.39,75,170,Sep 17 1984,Record: 15-3-0,5' 11",74,2.2,1.41,Orthodox,45,56,0,38,1.76,100,170
May 12 2018,UFC 224: Nunes vs. Pennington,Jack Hermansson,Thales Leites,1,4,3,35,11,1,3,3,3,2.1,Middleweight,Punches,KO/TKO,Jack Hermansson,Jun 10 1988,Record: 20-5-0,6' 1",77,2.56,5.13,Orthodox,48,56,0.7,36,2.23,77,185,Sep 06 1981,Record: 28-9-0,6' 1",78,2.99,2.13,Orthodox,40,52,1.1,27,2.1,30,185
May 12 2018,UFC 224: Nunes vs. Pennington,Ramazan Emeev,Alberto Mina,0,0,3,39,12,0,0,3,1,5,Welterweight,,U-DEC,Ramazan Emeev,May 23 1987,Record: 18-4-0,5' 10",76,1.73,2.38,Southpaw,43,70,0.2,22,1.5,80,170,May 02 1982,Record: 13-1-0,6' 0",77,3.7,3.23,Orthodox,38,47,0,20,1.85,50,170
May 12 2018,UFC 224: Nunes vs. Pennington,Markus Perez,James Bochnovic,4,0,1,4,3,2,0,1,0,4.28,Middleweight,Rear Naked Choke,SUB,Markus Perez,Jun 22 1988,Record: 11-3-0,6' 1",73,3.96,2.75,Orthodox,48,52,1.1,26,1.08,80,185,Feb 13 1989,Record: 8-3-0,6' 4",81,3.64,0.65,Orthodox,26,21,0,0,0,0,205
May 19 2018,UFC Fight Night: Maia vs. Usman,Kamaru Usman,Demian Maia,0,0,5,66,27,0,0,0,0,5,Welterweight,,U-DEC,Kamaru Usman,May 11 1987,Record: 16-1-0,6' 0",76,2.17,4.6,Switch,52,60,0.2,50,3.44,100,170,Nov 06 1977,Record: 28-9-0,6' 1",72,2.01,1.82,Southpaw,43,63,1,25,2.49,61,170
May 19 2018,UFC Fight Night: Maia vs. Usman,Tatiana Suarez,Alexa Grasso,4,0,1,2,6,1,0,2,0,2.44,Women's Strawweight,Rear Naked Choke,SUB,Tatiana Suarez,Dec 19 1990,Record: 9-0-0,5' 5",66,1.45,4.82,,65,48,0.6,62,6.47,100,115,Aug 09 1993,Record: 11-3-0,5' 5",66,3.61,5.25,Orthodox,41,63,0.6,33,0.19,63,115
May 19 2018,UFC Fight Night: Maia vs. Usman,Dominick Reyes,Jared Cannonier,0,0,1,20,6,0,0,0,0,2.55,Light Heavyweight,Punch,KO/TKO,Dominick Reyes,Dec 26 1989,Record: 12-0-0,6' 4",77,2.24,5.03,Southpaw,52,57,0.4,16,0.39,84,205,Mar 16 1984,Record: 13-4-0,5' 11",77,2.82,3.72,Switch,51,66,0,33,0.18,51,185
May 19 2018,UFC Fight Night: Maia vs. Usman,Guido Cannetti,Diego Rivas,4,0,3,25,22,1,1,1,2,5,Bantamweight,,U-DEC,Guido Cannetti,Dec 19 1979,Record: 8-5-0,5' 6",68,1.95,2.8,Southpaw,52,51,0.3,50,2.8,75,135,Nov 11 1991,Record: 7-2-0,5' 8",69,2.14,1.37,Orthodox,40,52,0.9,60,1.79,64,145
May 19 2018,UFC Fight Night: Maia vs. Usman,Andrea Lee,Veronica Macedo,8,0,3,56,24,2,1,3,1,5,Women's Flyweight,,U-DEC,Andrea Lee,Feb 11 1989,Record: 11-3-0,5' 6",69,3.42,5.02,Orthodox,53,67,0.5,46,1.75,62,125,Oct 30 1995,Record: 6-3-1,5' 4",64,3.61,1.9,Southpaw,45,38,0.8,100,0.8,46,125
May 19 2018,UFC Fight Night: Maia vs. Usman,Vicente Luque,Chad Laprise,0,0,1,14,13,0,0,0,0,4.16,Welterweight,Punch,KO/TKO,Vicente Luque,Nov 27 1991,Record: 17-7-1,5' 11",75,5.34,5.18,Orthodox,53,51,1,50,0.82,64,170,Jul 23 1986,Record: 14-4-0,5' 10",71,3.59,4.78,Orthodox,42,65,0,54,1.05,78,170
May 19 2018,UFC Fight Night: Maia vs. Usman,Michel Prazeres,Zak Cummings,3,0,3,30,28,0,0,3,0,5,Welterweight,,S-DEC,Michel Prazeres,Jul 25 1981,Record: 26-3-0,5' 6",67,2.49,2.44,Orthodox,47,58,0.6,36,4.11,50,170,Aug 02 1984,Record: 23-7-0,6' 0",75,2.75,2.47,Southpaw,32,53,0.8,28,0.75,62,185
May 19 2018,UFC Fight Night: Maia vs. Usman,Alexandre Pantoja,Brandon Moreno,2,0,3,79,45,0,0,0,2,5,Flyweight,,U-DEC,Alexandre Pantoja,Apr 16 1990,Record: 21-4-0,5' 5",67,3.47,4.4,Orthodox,46,56,1.4,31,0.96,60,125,Dec 07 1993,Record: 16-5-1,5' 7",70,3.24,3.12,Orthodox,34,63,0.6,43,2.02,62,125
May 19 2018,UFC Fight Night: Maia vs. Usman,Poliana Botelho,Syuri Kondo,0,0,1,9,2,0,0,0,0,0.33,Women's Strawweight,Kick,KO/TKO,Poliana Botelho,Dec 15 1988,Record: 8-2-0,5' 8",67,2.77,3.65,Orthodox,58,55,0,100,1.27,88,115,Feb 08 1989,Record: 6-3-0,5' 4",66,7.22,5.4,Orthodox,44,58,0.3,0,0,83,115
May 19 2018,UFC Fight Night: Maia vs. Usman,Gabriel Benitez,Humberto Bandenay,0,0,1,9,2,0,1,1,0,0.39,Featherweight,Slam,KO/TKO,Gabriel Benitez,Jun 15 1988,Record: 21-8-0,5' 8",71,2.93,4.32,Southpaw,41,71,1.5,100,0.21,56,145,Sep 04 1994,Record: 14-7-0 (1 NC),5' 11",71,4.79,2.22,Southpaw,41,41,0.5,46,2.9,62,145
May 19 2018,UFC Fight Night: Maia vs. Usman,Enrique Barzola,Brandon Davis,5,0,3,51,29,1,0,10,0,5,Featherweight,,U-DEC,Enrique Barzola,Apr 28 1989,Record: 17-5-1,5' 7",70,3.13,3.93,,39,69,0.2,45,4.56,68,145,May 08 1990,Record: 10-8-0,5' 10",72,4.33,4.65,Orthodox,35,60,0.1,45,0.71,56,135
May 19 2018,UFC Fight Night: Maia vs. Usman,Frankie Saenz,Henry Briones,2,0,3,66,44,0,1,4,0,5,Bantamweight,,U-DEC,Frankie Saenz,Aug 12 1980,Record: 13-6-0,5' 6",66,3.15,3.97,Orthodox,46,54,0.1,32,1.77,62,135,Oct 22 1980,Record: 19-8-1,5' 8",69,4.68,3.47,,42,53,0.6,0,0,52,135
May 19 2018,UFC Fight Night: Maia vs. Usman,Claudio Puelles,Felipe Silva,0,1,3,16,70,1,0,2,1,2.23,Lightweight,Kneebar,SUB,Claudio Puelles,Apr 21 1996,Record: 10-2-0,5' 11",72,3.73,1.95,Southpaw,44,50,1.3,36,3.06,0,155,May 08 1984,Record: 8-2-0,6' 0",77,1.8,5.4,Orthodox,50,59,0,100,1,71,155
May 27 2018,UFC Fight Night: Thompson vs. Till,Darren Till,Stephen Thompson,0,0,5,38,30,0,0,0,0,5,Welterweight,,U-DEC,Darren Till,Dec 24 1992,Record: 18-2-1,6' 0",74,3.03,2.41,Southpaw,46,59,0,41,0.66,82,185,Feb 11 1983,Record: 15-4-1,6' 0",75,2.73,3.93,Orthodox,44,59,0,45,0.36,78,170
May 27 2018,UFC Fight Night: Thompson vs. Till,Neil Magny,Craig White,1,0,1,18,6,0,0,0,0,4.32,Welterweight,Knee,KO/TKO,Neil Magny,Aug 03 1987,Record: 21-8-0,6' 3",80,2.22,3.86,Orthodox,46,56,0.3,46,2.62,60,170,Jul 01 1990,Record: 14-9-0,6' 2",76,3.28,1.23,Orthodox,40,39,0.8,0,0,50,170
May 27 2018,UFC Fight Night: Thompson vs. Till,Arnold Allen,Mads Burnell,0,4,3,29,20,1,0,0,6,2.41,Featherweight,Other - Choke,SUB,Arnold Allen,Jan 22 1994,Record: 15-1-0,5' 8",70,1.78,3.01,Southpaw,39,66,0.5,56,1.6,70,145,Mar 06 1994,Record: 9-3-0,5' 8",69,2.71,1.28,Orthodox,41,51,0.4,47,3.45,22,145
May 27 2018,UFC Fight Night: Thompson vs. Till,Makwan Amirkhani,Jason Knight,2,0,3,27,29,0,1,3,0,5,Featherweight,,S-DEC,Makwan Amirkhani,Nov 08 1988,Record: 15-4-0,5' 10",72,2.77,1.6,Southpaw,47,50,1.5,34,3.39,57,145,Jul 14 1992,Record: 20-6-0,5' 10",71,3.02,2.95,Orthodox,33,51,1.7,31,1.31,47,145
May 27 2018,UFC Fight Night: Thompson vs. Till,Claudio Silva,Nordine Taleb,4,0,1,18,6,1,0,1,1,4.31,Welterweight,Rear Naked Choke,SUB,Claudio Silva,Sep 06 1982,Record: 14-1-0,5' 11",71,2.17,2.8,Southpaw,51,45,2.1,33,3.32,50,170,Jun 10 1981,Record: 15-7-0,6' 1",74,2.62,3.66,Orthodox,51,66,0,76,1.94,73,170
May 27 2018,UFC Fight Night: Thompson vs. Till,Darren Stewart,Eric Spicely,0,0,2,34,15,0,0,0,0,1.47,Middleweight,Punch,KO/TKO,Darren Stewart,Dec 30 1990,Record: 11-4-0 (1 NC),6' 0",74,2.44,2.94,Orthodox,44,54,0,44,1.38,65,185,Sep 29 1986,Record: 12-6-0,6' 1",73,5.72,3.71,Orthodox,45,55,1,20,1.31,75,185
May 27 2018,UFC Fight Night: Thompson vs. Till,Tom Breese,Daniel Kelly,0,0,1,23,6,0,0,0,0,3.33,Middleweight,Punch,KO/TKO,Tom Breese,Sep 26 1991,Record: 11-1-0,6' 3",73,2.57,3.85,Southpaw,49,65,0.3,0,0,72,185,Oct 31 1977,Record: 13-4-0,6' 0",70,4.64,3.62,Southpaw,38,61,0.3,34,1.86,78,185
May 27 2018,UFC Fight Night: Thompson vs. Till,Lina Lansberg,Gina Mazany,0,0,3,40,38,0,0,1,2,5,Women's Bantamweight,,U-DEC,Lina Lansberg,Mar 13 1982,Record: 10-4-0,5' 7",65,3.9,3.21,Orthodox,57,45,0.2,33,0.83,52,135,Aug 19 1988,Record: 5-3-0,5' 6",68,2.84,2.72,Southpaw,49,50,0,77,3.18,20,135
May 27 2018,UFC Fight Night: Thompson vs. Till,Carlo Pedersoli,Bradley Scott,1,0,3,67,58,0,0,3,0,5,Welterweight,,S-DEC,Carlo Pedersoli,Jun 08 1993,Record: 11-3-0,5' 11",75,4.12,4.17,Southpaw,37,61,0,44,2.91,0,170,Jun 24 1989,Record: 12-6-0,6' 1",76,4.31,3.52,,41,57,0.7,15,0.32,63,170
May 27 2018,UFC Fight Night: Thompson vs. Till,Gillian Robertson,Molly McCann,6,0,2,17,10,1,0,2,0,2.05,Women's Flyweight,Rear Naked Choke,SUB,Gillian Robertson,May 17 1995,Record: 7-4-0,5' 5",63,2.75,2.18,,50,54,1.3,47,3.44,0,125,May 04 1990,Record: 10-2-0,5' 4",62,4.95,6.49,Orthodox,49,68,0.9,33,2.59,40,125
May 27 2018,UFC Fight Night: Thompson vs. Till,Elias Theodorou,Trevor Smith,0,0,3,77,41,0,0,0,3,5,Middleweight,,U-DEC,Elias Theodorou,May 31 1988,Record: 17-3-0,6' 1",75,2.39,4.19,Orthodox,42,53,0,28,1.27,59,185,Jan 05 1981,Record: 15-10-0,6' 3",75,3.31,3.29,Orthodox,55,51,0.7,32,1.7,60,185
June 01 2018,UFC Fight Night: Rivera vs. Moraes,Marlon Moraes,Jimmie Rivera,0,0,1,7,0,0,0,0,0,0.33,Bantamweight,Kick,KO/TKO,Marlon Moraes,Apr 26 1988,Record: 23-6-1,5' 6",67,3.69,3.53,Orthodox,39,58,0.5,25,0.46,66,135,Jun 29 1989,Record: 22-4-0,5' 4",68,3.88,4.1,Orthodox,40,61,0,23,0.7,95,135
June 01 2018,UFC Fight Night: Rivera vs. Moraes,Gregor Gillespie,Vinc Pichel,7,0,2,13,7,2,0,7,0,4.06,Lightweight,Arm Triangle,SUB,Gregor Gillespie,Nov 13 1986,Record: 13-1-0,5' 7",71,2.14,3.58,Orthodox,49,60,0.9,47,7.02,0,155,Nov 23 1982,Record: 12-2-0,5' 10",72,2.55,3.29,Orthodox,45,56,0.4,60,4,22,155
June 01 2018,UFC Fight Night: Rivera vs. Moraes,Walt Harris,Daniel Spitz,0,0,2,29,17,0,0,0,0,4.59,Heavyweight,Punches,KO/TKO,Walt Harris,Jun 10 1983,Record: 13-7-0 (1 NC),6' 5",77,2.68,2.96,Southpaw,38,61,0.2,33,0.35,76,250,Jul 31 1990,Record: 6-3-0,6' 7",82,5.3,2.6,Orthodox,35,46,0,66,0.74,0,245
June 01 2018,UFC Fight Night: Rivera vs. Moraes,Ben Saunders,Jake Ellenberger,0,0,1,10,5,0,0,0,0,1.56,Welterweight,Knee,KO/TKO,Ben Saunders,Apr 13 1983,Record: 22-13-2,6' 2",77,3.58,3.23,Orthodox,50,51,1.3,40,0.2,66,170,Mar 28 1985,Record: 31-15-0,5' 9",71,2.83,2.47,Orthodox,39,60,0.4,47,2.04,86,170
