event_attendance,event_date,event_name,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,winner
18533,December 30 2016,UFC 207: Nunes vs. Rousey,Amanda Nunes,Ronda Rousey,0,0,1,27,7,0,0,0,0,0.48,Women's Bantamweight,Punches,KO/TKO,Amanda Nunes
18533,December 30 2016,UFC 207: Nunes vs. Rousey,Cody Garbrandt,Dominick Cruz,0,0,5,68,88,0,0,1,0,5.0,Bantamweight,,U-DEC,Cody Garbrandt
18533,December 30 2016,UFC 207: Nunes vs. Rousey,TJ Dillashaw,John Lineker,8,0,3,71,38,1,0,5,1,5.0,Bantamweight,,U-DEC,TJ Dillashaw
18533,December 30 2016,UFC 207: Nunes vs. Rousey,Dong Hyun Kim,Tarec Saffiedine,0,0,3,36,52,0,0,3,2,5.0,Welterweight,,S-DEC,Dong Hyun Kim
18533,December 30 2016,UFC 207: Nunes vs. Rousey,Ray Borg,Louis Smolka,12,0,3,21,10,1,1,4,0,5.0,Flyweight,,U-DEC,Ray Borg
18533,December 30 2016,UFC 207: Nunes vs. Rousey,Neil Magny,Johny Hendricks,0,3,3,50,18,2,0,1,6,5.0,Welterweight,,U-DEC,Neil Magny
18533,December 30 2016,UFC 207: Nunes vs. Rousey,Antonio Carlos Junior,Marvin Vettori,1,1,3,28,29,0,1,4,1,5.0,Middleweight,,U-DEC,Antonio Carlos Junior
18533,December 30 2016,UFC 207: Nunes vs. Rousey,Alex Garcia,Mike Pyle,2,0,1,14,5,0,0,1,0,3.34,Welterweight,Punch,KO/TKO,Alex Garcia
18533,December 30 2016,UFC 207: Nunes vs. Rousey,Niko Price,Brandon Thatch,2,0,1,6,8,2,2,1,0,4.3,Welterweight,Arm Triangle,SUB,Niko Price
18533,December 30 2016,UFC 207: Nunes vs. Rousey,Alex Oliveira,Tim Means,1,2,1,6,17,0,0,1,1,3.33,Welterweight,,CNC,Alex Oliveira
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez,BJ Penn,0,0,2,55,4,0,0,0,0,0.24,Featherweight,Punches,KO/TKO,Yair Rodriguez
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Joe Lauzon,Marcin Held,0,4,3,20,23,1,0,1,5,5.0,Lightweight,,S-DEC,Joe Lauzon
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Ben Saunders,Court McGee,0,2,3,49,54,0,0,0,1,5.0,Welterweight,,U-DEC,Ben Saunders
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Sergio Pettis,John Moraga,0,0,3,48,33,0,0,2,1,5.0,Flyweight,,U-DEC,Sergio Pettis
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Drakkar Klose,Devin Powell,0,0,3,68,22,0,0,2,0,5.0,Lightweight,,U-DEC,Drakkar Klose
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Augusto Mendes,Frankie Saenz,1,0,3,42,40,0,0,4,0,5.0,Bantamweight,,S-DEC,Augusto Mendes
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Aleksei Oleinik,Viktor Pesta,0,3,1,7,7,1,0,0,1,2.57,Heavyweight,Other - Choke,SUB,Aleksei Oleinik
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Anthony Rocco Martin,Alex White,4,0,3,20,11,0,0,2,0,5.0,Lightweight,,U-DEC,Anthony Rocco Martin
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Nina Ansaroff,Jocelyn Jones-Lybarger,5,0,3,48,21,2,0,1,0,3.39,Women's Strawweight,Rear Naked Choke,SUB,Nina Ansaroff
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Walt Harris,Chase Sherman,0,0,2,32,20,0,0,0,0,2.41,Heavyweight,Knee,KO/TKO,Walt Harris
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Joachim Christensen,Bojan Mihajlovic,0,0,3,41,22,0,0,0,0,2.05,Light Heavyweight,Punches,KO/TKO,Joachim Christensen
11589,January 15 2017,UFC Fight Night: Rodriguez vs. Penn,Cyril Asker,Dmitrii Smoliakov,2,0,1,19,5,0,0,1,0,2.41,Heavyweight,Punches,KO/TKO,Cyril Asker
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Valentina Shevchenko,Julianna Pena,2,0,2,13,27,1,0,2,1,4.29,Women's Bantamweight,Armbar,SUB,Valentina Shevchenko
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Jorge Masvidal,Donald Cerrone,0,0,2,58,30,0,0,0,0,1.0,Welterweight,Punches,KO/TKO,Jorge Masvidal
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Francis Ngannou,Andrei Arlovski,0,0,1,8,3,0,0,0,0,1.32,Heavyweight,Punch,KO/TKO,Francis Ngannou
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Jason Knight,Alex Caceres,2,0,2,31,27,4,0,2,0,4.21,Featherweight,Rear Naked Choke,SUB,Jason Knight
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Sam Alvey,Nate Marquardt,0,1,3,36,28,0,0,0,1,5.0,Middleweight,,U-DEC,Sam Alvey
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Raphael Assuncao,Aljamain Sterling,0,0,3,39,52,0,0,0,0,5.0,Bantamweight,,S-DEC,Raphael Assuncao
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Li Jingliang,Bobby Nash,1,1,2,37,39,0,2,0,1,4.45,Welterweight,Punch,KO/TKO,Li Jingliang
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Jordan Johnson,Henrique da Silva,5,0,3,39,22,2,0,4,0,5.0,Light Heavyweight,,U-DEC,Jordan Johnson
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Eric Spicely,Alessio Di Chirico,0,0,1,1,1,1,0,1,0,2.14,Middleweight,Triangle Choke,SUB,Eric Spicely
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Marcos Rogerio de Lima,Jeremy Kimball,0,0,1,12,5,0,0,0,0,2.27,Light Heavyweight,Punches,KO/TKO,Marcos Rogerio de Lima
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Alexandre Pantoja,Eric Shelton,2,0,3,37,32,2,0,1,4,5.0,Flyweight,,S-DEC,Alexandre Pantoja
13233,January 28 2017,UFC Fight Night: Shevchenko vs. Pena,Jason Gonzalez,JC Cottrell,0,3,1,4,1,1,0,0,1,3.54,Lightweight,D'Arce Choke,SUB,Jason Gonzalez
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Chan Sung Jung,Dennis Bermudez,0,0,1,17,20,0,0,0,0,2.29,Featherweight,Punch,KO/TKO,Chan Sung Jung
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Felice Herrig,Alexa Grasso,2,0,3,60,80,0,1,2,0,5.0,Women's Strawweight,,U-DEC,Felice Herrig
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,James Vick,Abel Trujillo,2,0,3,25,11,3,0,1,1,0.49,Lightweight,D'Arce Choke,SUB,James Vick
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Volkan Oezdemir,Ovince Saint Preux,0,0,3,82,76,0,0,0,0,5.0,Light Heavyweight,,S-DEC,Volkan Oezdemir
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Marcel Fortuna,Anthony Hamilton,0,0,1,15,14,0,0,0,0,3.1,Heavyweight,Punch,KO/TKO,Marcel Fortuna
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Jessica Andrade,Angela Hill,0,0,3,131,89,0,0,2,0,5.0,Women's Strawweight,,U-DEC,Jessica Andrade
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Adam Milstead,Curtis Blaydes,0,1,2,1,25,0,0,0,8,0.59,Heavyweight,,Overturned,Adam Milstead
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Chas Skelly,Chris Gruetzemacher,2,0,2,21,28,1,0,2,0,2.01,Featherweight,Rear Naked Choke,SUB,Chas Skelly
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Ricardo Ramos,Michinori Tanaka,3,1,3,45,28,1,0,0,2,5.0,Bantamweight,,U-DEC,Ricardo Ramos
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Tecia Torres,Bec Rawlings,2,0,3,81,37,0,0,1,1,5.0,Women's Strawweight,,U-DEC,Tecia Torres
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Alex Morono,Niko Price,0,0,2,45,23,0,0,0,0,5.0,Welterweight,Punch,Overturned,Alex Morono
8119,February 04 2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Khalil Rountree Jr.,Daniel Jolly,0,0,1,3,0,0,0,0,0,0.52,Light Heavyweight,Knees,KO/TKO,Khalil Rountree Jr.
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Germaine de Randamie,Holly Holm,0,0,5,80,77,0,0,0,0,5.0,Women's Featherweight,,U-DEC,Germaine de Randamie
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Anderson Silva,Derek Brunson,0,0,3,43,54,0,0,0,2,5.0,Middleweight,,U-DEC,Anderson Silva
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Jacare Souza,Tim Boetsch,2,0,1,7,6,1,0,1,0,3.41,Middleweight,Kimura,SUB,Jacare Souza
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Glover Teixeira,Jared Cannonier,11,0,3,24,21,1,0,3,0,5.0,Light Heavyweight,,U-DEC,Glover Teixeira
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Dustin Poirier,Jim Miller,1,1,3,97,71,0,3,3,1,5.0,Lightweight,,M-DEC,Dustin Poirier
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Belal Muhammad,Randy Brown,2,0,3,71,52,0,0,2,0,5.0,Welterweight,,U-DEC,Belal Muhammad
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Wilson Reis,Ulka Sasaki,6,2,3,34,34,2,0,6,0,5.0,Flyweight,,U-DEC,Wilson Reis
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Islam Makhachev,Nik Lentz,12,0,3,43,13,0,1,5,0,5.0,Lightweight,,U-DEC,Islam Makhachev
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Rick Glenn,Phillipe Nover,0,0,3,52,50,0,0,0,0,5.0,Featherweight,,S-DEC,Rick Glenn
15628,February 11 2017,UFC 208: Holm vs. De Randamie,Ryan LaFlare,Roan Carneiro,2,2,3,29,19,0,0,1,0,5.0,Welterweight,,U-DEC,Ryan LaFlare
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Derrick Lewis,Travis Browne,1,0,2,39,21,0,0,0,0,3.12,Heavyweight,Punch,KO/TKO,Derrick Lewis
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Johny Hendricks,Hector Lombard,0,0,3,51,37,0,0,0,2,5.0,Middleweight,,U-DEC,Johny Hendricks
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Gavin Tucker,Sam Sicilia,0,0,3,55,10,0,0,1,0,5.0,Featherweight,,U-DEC,Gavin Tucker
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Elias Theodorou,Cezar Ferreira,0,2,3,38,11,0,2,1,3,5.0,Middleweight,,U-DEC,Elias Theodorou
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Sara McMann,Gina Mazany,2,0,1,7,0,1,0,2,0,1.14,Women's Bantamweight,Arm Triangle,SUB,Sara McMann
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Paul Felder,Alessandro Ricci,0,0,1,23,21,0,0,0,0,4.44,Lightweight,Elbow,KO/TKO,Paul Felder
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Santiago Ponzinibbio,Nordine Taleb,2,0,3,53,48,0,0,0,0,5.0,Welterweight,,U-DEC,Santiago Ponzinibbio
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Randa Markos,Carla Esparza,0,4,3,48,32,0,1,0,4,5.0,Women's Strawweight,,S-DEC,Randa Markos
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Aiemann Zahabi,Reginaldo Vieira,1,0,3,44,64,0,0,0,2,5.0,Bantamweight,,U-DEC,Aiemann Zahabi
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Thiago Santos,Jack Marshman,0,0,2,27,6,0,0,1,0,2.21,Middleweight,Kick,KO/TKO,Thiago Santos
8123,February 19 2017,UFC Fight Night: Lewis vs. Browne,Gerald Meerschaert,Ryan Janes,0,1,1,3,3,1,0,0,1,1.34,Middleweight,Armbar,SUB,Gerald Meerschaert
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Vitor Belfort,Kelvin Gastelum,0,1,1,10,26,0,0,0,0,3.52,Middleweight,Punch,Overturned,Vitor Belfort
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Mauricio Rua,Gian Villante,0,0,3,94,55,0,0,2,0,0.59,Light Heavyweight,Punch,KO/TKO,Mauricio Rua
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Edson Barboza,Beneil Dariush,0,0,2,30,51,0,0,0,0,3.35,Lightweight,Flying Knee,KO/TKO,Edson Barboza
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Ray Borg,Jussier Formiga,1,1,3,36,30,0,0,0,0,5.0,Flyweight,,U-DEC,Ray Borg
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Bethe Correia,Marion Reneau,1,4,3,43,75,0,0,2,0,5.0,Women's Bantamweight,,M-DEC,Bethe Correia
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Alex Oliveira,Tim Means,1,1,2,12,9,1,0,6,0,2.38,Welterweight,Rear Naked Choke,SUB,Alex Oliveira
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Kevin Lee,Francisco Trinaldo,3,0,2,15,25,1,1,1,0,3.12,Lightweight,Rear Naked Choke,SUB,Kevin Lee
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Sergio Moraes,Davi Ramos,0,0,3,39,35,0,0,0,0,5.0,Welterweight,,U-DEC,Sergio Moraes
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Joe Soto,Rani Yahya,6,1,3,54,59,2,0,1,1,5.0,Bantamweight,,U-DEC,Joe Soto
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Michel Prazeres,Joshua Burkman,2,0,1,24,1,1,0,2,0,1.42,Lightweight,North-South Choke,SUB,Michel Prazeres
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Jeremy Kennedy,Rony Jason,1,1,3,46,18,0,0,8,0,5.0,Featherweight,,U-DEC,Jeremy Kennedy
14069,March 11 2017,UFC Fight Night: Belfort vs. Gastelum,Paulo Costa,Garreth McLellan,0,0,1,22,6,0,0,0,0,1.17,Middleweight,Punch,KO/TKO,Paulo Costa
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Jimi Manuwa,Corey Anderson,0,0,1,6,6,0,0,0,0,3.05,Light Heavyweight,Punch,KO/TKO,Jimi Manuwa
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Gunnar Nelson,Alan Jouban,5,0,2,8,17,1,0,1,0,0.46,Welterweight,Guillotine Choke,SUB,Gunnar Nelson
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Marlon Vera,Brad Pickett,0,2,3,67,51,0,0,0,2,3.5,Catch Weight,Kick,KO/TKO,Marlon Vera
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Arnold Allen,Makwan Amirkhani,6,3,3,32,17,1,3,3,4,5.0,Featherweight,,S-DEC,Arnold Allen
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Joe Duffy,Reza Madadi,2,0,3,51,28,0,0,0,2,5.0,Lightweight,,U-DEC,Joe Duffy
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Francimar Barroso,Darren Stewart,0,0,3,28,31,0,0,7,1,5.0,Light Heavyweight,,U-DEC,Francimar Barroso
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Tim Johnson,Daniel Omielanczuk,1,0,3,52,54,0,0,1,0,5.0,Heavyweight,,S-DEC,Tim Johnson
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Leon Edwards,Vicente Luque,1,3,3,53,24,0,0,3,2,5.0,Welterweight,,U-DEC,Leon Edwards
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Marc Diakiese,Teemu Packalen,0,0,1,6,1,0,0,0,0,0.3,Lightweight,Punch,KO/TKO,Marc Diakiese
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Bradley Scott,Scott Askham,0,1,3,72,86,0,0,0,1,5.0,Middleweight,,S-DEC,Bradley Scott
15761,March 18 2017,UFC Fight Night: Manuwa vs. Anderson,Lina Lansberg,Lucie Pudilova,0,0,3,80,99,0,0,1,0,5.0,Women's Bantamweight,,U-DEC,Lina Lansberg
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Daniel Cormier,Anthony Johnson,1,0,2,36,22,1,0,1,1,3.37,Light Heavyweight,Rear Naked Choke,SUB,Daniel Cormier
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Gegard Mousasi,Chris Weidman,0,2,2,49,13,0,1,0,4,3.13,Middleweight,Knee,KO/TKO,Gegard Mousasi
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Cynthia Calvillo,Pearl Gonzalez,4,2,3,50,37,3,1,1,2,3.45,Women's Strawweight,Rear Naked Choke,SUB,Cynthia Calvillo
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Thiago Alves,Patrick Cote,3,0,3,79,44,0,0,1,0,5.0,Welterweight,,U-DEC,Thiago Alves
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Charles Oliveira,Will Brooks,1,0,1,3,4,1,0,2,0,2.3,Lightweight,Rear Naked Choke,SUB,Charles Oliveira
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Myles Jury,Mike de la Torre,2,0,1,36,0,0,0,1,0,3.3,Featherweight,Punches,KO/TKO,Myles Jury
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Kamaru Usman,Sean Strickland,2,0,3,90,27,0,0,2,0,5.0,Welterweight,,U-DEC,Kamaru Usman
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Shane Burgos,Charles Rosa,0,0,3,77,86,0,0,0,1,1.59,Featherweight,Punch,KO/TKO,Shane Burgos
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Patrick Cummins,Jan Blachowicz,1,0,3,73,53,0,0,3,1,5.0,Light Heavyweight,,U-DEC,Patrick Cummins
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Gregor Gillespie,Andrew Holbrook,1,0,1,8,4,0,0,0,0,0.21,Lightweight,Punch,KO/TKO,Gregor Gillespie
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Desmond Green,Josh Emmett,0,0,3,57,41,0,0,1,0,5.0,Lightweight,,S-DEC,Desmond Green
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Katlyn Chookagian,Irene Aldana,0,0,3,105,84,0,0,0,0,5.0,Women's Bantamweight,,S-DEC,Katlyn Chookagian
17110,April 08 2017,UFC 210: Cormier vs. Johnson 2,Magomed Bibulatov,Jenel Lausa,9,0,3,51,10,0,0,2,0,5.0,Flyweight,,U-DEC,Magomed Bibulatov
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Demetrious Johnson,Wilson Reis,3,0,3,108,16,1,0,1,0,4.49,Flyweight,Armbar,SUB,Demetrious Johnson
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Rose Namajunas,Michelle Waterson,3,0,2,47,22,1,0,1,1,2.47,Women's Strawweight,Rear Naked Choke,SUB,Rose Namajunas
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Robert Whittaker,Jacare Souza,0,1,2,55,9,0,0,0,1,3.28,Middleweight,Kick,KO/TKO,Robert Whittaker
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Renato Moicano,Jeremy Stephens,1,0,3,70,56,0,0,2,0,5.0,Featherweight,,S-DEC,Renato Moicano
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Alexander Volkov,Roy Nelson,0,2,3,122,32,0,0,0,1,5.0,Heavyweight,,U-DEC,Alexander Volkov
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Tom Duquesnoy,Patrick Williams,0,0,2,36,37,0,0,0,2,0.28,Bantamweight,Elbows,KO/TKO,Tom Duquesnoy
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Rashid Magomedov,Bobby Green,0,0,3,75,75,0,0,0,0,5.0,Lightweight,,S-DEC,Rashid Magomedov
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Tim Elliott,Louis Smolka,14,5,3,57,41,1,2,12,1,5.0,Flyweight,,U-DEC,Tim Elliott
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Aljamain Sterling,Augusto Mendes,0,0,3,83,30,0,0,2,0,5.0,Bantamweight,,U-DEC,Aljamain Sterling
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Devin Clark,Jake Collier,6,0,3,68,36,0,1,4,0,5.0,Light Heavyweight,,U-DEC,Devin Clark
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Anthony Smith,Andrew Sanchez,1,3,3,49,63,0,0,0,4,3.52,Middleweight,Kick,KO/TKO,Anthony Smith
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Zak Cummings,Nathan Coy,0,0,1,25,23,2,0,0,1,4.21,Welterweight,Guillotine Choke,SUB,Zak Cummings
12171,April 15 2017,UFC Fight Night: Johnson vs. Reis,Ketlen Vieira,Ashlee Evans-Smith,1,0,3,71,68,0,0,1,0,5.0,Women's Bantamweight,,U-DEC,Ketlen Vieira
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Cub Swanson,Artem Lobov,4,0,5,209,123,0,0,2,2,5.0,Featherweight,,U-DEC,Cub Swanson
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Al Iaquinta,Diego Sanchez,0,0,1,12,4,0,0,0,0,1.38,Lightweight,Punch,KO/TKO,Al Iaquinta
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Ovince Saint Preux,Marcos Rogerio de Lima,1,0,2,21,17,1,0,1,0,2.11,Light Heavyweight,Other - Choke,SUB,Ovince Saint Preux
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,John Dodson,Eddie Wineland,0,0,3,48,21,0,0,0,0,5.0,Bantamweight,,U-DEC,John Dodson
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Stevie Ray,Joe Lauzon,0,5,3,109,46,1,1,0,5,5.0,Lightweight,,M-DEC,Stevie Ray
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Mike Perry,Jake Ellenberger,0,0,2,26,17,0,0,0,1,1.05,Welterweight,Elbow,KO/TKO,Mike Perry
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Thales Leites,Sam Alvey,0,0,3,38,27,0,0,1,0,5.0,Middleweight,,U-DEC,Thales Leites
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Brandon Moreno,Dustin Ortiz,2,0,2,24,16,2,0,0,4,4.06,Flyweight,Rear Naked Choke,SUB,Brandon Moreno
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Scott Holtzman,Michael McBride,1,1,3,104,83,0,2,2,3,5.0,Lightweight,,U-DEC,Scott Holtzman
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Danielle Taylor,Jessica Penne,0,1,3,72,69,0,0,0,1,5.0,Women's Strawweight,,U-DEC,Danielle Taylor
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Alexis Davis,Cindy Dandois,2,0,3,51,47,2,0,0,5,5.0,Women's Bantamweight,,U-DEC,Alexis Davis
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Bryan Barberena,Joe Proctor,0,0,1,28,8,0,0,0,0,3.3,Welterweight,Punch,KO/TKO,Bryan Barberena
10144,April 22 2017,UFC Fight Night: Swanson vs. Lobov,Hector Sandoval,Matt Schnell,0,2,1,32,16,0,1,3,1,4.24,Flyweight,Punch,KO/TKO,Hector Sandoval
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Stipe Miocic,Junior Dos Santos,0,0,1,26,12,0,0,0,0,2.22,Heavyweight,Punch,KO/TKO,Stipe Miocic
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Joanna Jedrzejczyk,Jessica Andrade,0,1,5,225,83,0,0,0,2,5.0,Women's Strawweight,,U-DEC,Joanna Jedrzejczyk
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Demian Maia,Jorge Masvidal,3,0,3,23,39,0,0,4,0,5.0,Welterweight,,S-DEC,Demian Maia
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Frankie Edgar,Yair Rodriguez,1,0,2,72,16,0,1,1,0,5.0,Featherweight,,KO/TKO,Frankie Edgar
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,David Branch,Krzysztof Jotko,0,0,3,39,28,0,0,2,1,5.0,Middleweight,,S-DEC,David Branch
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Eddie Alvarez,Dustin Poirier,0,0,2,44,73,0,2,1,0,4.02,Lightweight,,CNC,Eddie Alvarez
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Jason Knight,Chas Skelly,1,0,3,59,29,3,0,2,1,0.39,Featherweight,Punch,KO/TKO,Jason Knight
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Chase Sherman,Rashad Coulter,1,0,2,103,36,0,0,0,0,3.36,Heavyweight,Elbow,KO/TKO,Chase Sherman
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,James Vick,Polo Reyes,0,0,1,20,16,0,0,0,0,2.39,Lightweight,Punch,KO/TKO,James Vick
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Cortney Casey,Jessica Aguilar,0,1,3,103,57,0,0,0,4,5.0,Women's Strawweight,,U-DEC,Cortney Casey
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Enrique Barzola,Gabriel Benitez,3,0,3,46,51,1,0,9,0,5.0,Featherweight,,U-DEC,Enrique Barzola
17834,May 13 2017,UFC 211: Miocic vs. Dos Santos,Gadzhimurad Antigulov,Joachim Christensen,1,0,1,2,1,1,0,1,0,2.21,Light Heavyweight,Rear Naked Choke,SUB,Gadzhimurad Antigulov
12668,May 28 2017,UFC Fight Night: Gustafsson vs. Teixeira,Alexander Gustafsson,Glover Teixeira,2,0,5,97,42,0,0,1,1,1.07,Light Heavyweight,Punches,KO/TKO,Alexander Gustafsson
12668,May 28 2017,UFC Fight Night: Gustafsson vs. Teixeira,Volkan Oezdemir,Misha Cirkunov,0,0,1,5,9,0,0,0,0,0.28,Light Heavyweight,Punch,KO/TKO,Volkan Oezdemir
12668,May 28 2017,UFC Fight Night: Gustafsson vs. Teixeira,Peter Sobotta,Ben Saunders,0,0,2,46,19,0,0,0,0,2.29,Welterweight,Knee,KO/TKO,Peter Sobotta
