event_attendance,event_date,event_name,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,winner
11183,February 04 2006,UFC 57: Liddell vs Couture 3,Alessio Sakara,Elvis Sinosic,3,0,3,70,13,0,0,9,0,5.0,Light Heavyweight,,U-DEC,Alessio Sakara
11183,February 04 2006,UFC 57: Liddell vs Couture 3,Paul Buentello,Gilbert Aldana,1,0,2,49,28,1,0,1,0,2.27,Heavyweight,Punches,KO/TKO,Paul Buentello
11183,February 04 2006,UFC 57: Liddell vs Couture 3,Jeff Monson,Branden Lee Hinkle,2,1,1,10,5,1,1,1,0,4.35,Heavyweight,North-South Choke,SUB,Jeff Monson
11183,February 04 2006,UFC 57: Liddell vs Couture 3,Keith Jardine,Mike Whitehead,0,3,3,44,27,0,0,0,5,5.0,Light Heavyweight,,U-DEC,Keith Jardine
10091,March 04 2006,UFC 58: USA vs Canada,Rich Franklin,David Loiseau,8,0,5,127,21,0,0,5,1,5.0,Middleweight,,U-DEC,Rich Franklin
10091,March 04 2006,UFC 58: USA vs Canada,Mike Swick,Steve Vigneault,0,0,1,13,6,1,0,0,0,2.09,Middleweight,Guillotine Choke,SUB,Mike Swick
10091,March 04 2006,UFC 58: USA vs Canada,Georges St-Pierre,BJ Penn,0,0,3,59,37,0,1,4,1,5.0,Welterweight,,S-DEC,Georges St-Pierre
10091,March 04 2006,UFC 58: USA vs Canada,Nate Marquardt,Joe Doerksen,6,2,3,56,26,2,0,5,2,5.0,Middleweight,,U-DEC,Nate Marquardt
10091,March 04 2006,UFC 58: USA vs Canada,Mark Hominick,Yves Edwards,0,0,2,22,20,1,0,0,1,1.52,Lightweight,Triangle Choke,SUB,Mark Hominick
10091,March 04 2006,UFC 58: USA vs Canada,Sam Stout,Spencer Fisher,1,4,3,62,53,0,3,0,4,5.0,Lightweight,,S-DEC,Sam Stout
10091,March 04 2006,UFC 58: USA vs Canada,Jason Lambert,Rob MacDonald,1,0,1,7,3,1,0,1,0,1.54,Light Heavyweight,Kimura,SUB,Jason Lambert
10091,March 04 2006,UFC 58: USA vs Canada,Tom Murphy,Icho Larenas,2,0,3,30,2,2,0,6,0,1.59,Heavyweight,Punches,KO/TKO,Tom Murphy
943,April 06 2006,UFC Fight Night 4,Stephan Bonnar,Keith Jardine,1,0,3,33,64,1,0,1,0,5.0,Light Heavyweight,,U-DEC,Stephan Bonnar
943,April 06 2006,UFC Fight Night 4,Rashad Evans,Sam Hoger,0,0,3,23,18,0,2,9,0,5.0,Light Heavyweight,,S-DEC,Rashad Evans
943,April 06 2006,UFC Fight Night 4,Josh Neer,Joe Stevenson,1,2,3,46,31,0,3,0,2,5.0,Welterweight,,U-DEC,Josh Neer
943,April 06 2006,UFC Fight Night 4,Chris Leben,Luigi Fioravanti,6,0,3,36,20,0,0,5,0,5.0,Middleweight,,U-DEC,Chris Leben
943,April 06 2006,UFC Fight Night 4,Luke Cummo,Jason Von Flue,2,2,3,43,17,3,1,3,2,5.0,Welterweight,,U-DEC,Luke Cummo
943,April 06 2006,UFC Fight Night 4,Jon Fitch,Joshua Burkman,3,0,2,25,20,1,1,3,1,4.57,Welterweight,Rear Naked Choke,SUB,Jon Fitch
943,April 06 2006,UFC Fight Night 4,Dan Christison,Brad Imes,1,0,3,73,58,1,0,0,2,3.37,Heavyweight,Armbar,SUB,Dan Christison
943,April 06 2006,UFC Fight Night 4,Josh Koscheck,Ansar Chalangov,7,0,1,2,2,1,1,2,0,3.29,Welterweight,Rear Naked Choke,SUB,Josh Koscheck
943,April 06 2006,UFC Fight Night 4,Chael Sonnen,Trevor Prangley,3,1,3,25,7,0,2,7,0,5.0,Middleweight,,U-DEC,Chael Sonnen
13814,April 15 2006,UFC 59: Reality Check,Tim Sylvia,Andrei Arlovski,0,0,1,13,11,0,0,0,0,2.43,Heavyweight,Punch,KO/TKO,Tim Sylvia
13814,April 15 2006,UFC 59: Reality Check,Sean Sherk,Nick Diaz,0,0,3,39,57,0,3,2,1,5.0,Welterweight,,U-DEC,Sean Sherk
13814,April 15 2006,UFC 59: Reality Check,Tito Ortiz,Forrest Griffin,2,0,3,61,58,0,0,3,0,5.0,Light Heavyweight,,S-DEC,Tito Ortiz
13814,April 15 2006,UFC 59: Reality Check,Evan Tanner,Justin Levens,1,0,1,10,2,2,1,1,0,3.14,Middleweight,Triangle Choke,SUB,Evan Tanner
13814,April 15 2006,UFC 59: Reality Check,Jeff Monson,Marcio Cruz,1,0,3,32,40,0,0,2,0,5.0,Heavyweight,,S-DEC,Jeff Monson
13814,April 15 2006,UFC 59: Reality Check,Karo Parisyan,Nick Thompson,7,0,1,18,2,0,0,2,1,4.44,Welterweight,Punches,KO/TKO,Karo Parisyan
13814,April 15 2006,UFC 59: Reality Check,David Terrell,Scott Smith,1,0,1,10,3,2,0,1,0,3.08,Middleweight,Rear Naked Choke,SUB,David Terrell
13814,April 15 2006,UFC 59: Reality Check,Jason Lambert,Terry Martin,1,1,2,31,15,0,0,0,1,2.37,Light Heavyweight,Punches,KO/TKO,Jason Lambert
13814,April 15 2006,UFC 59: Reality Check,Thiago Alves,Derrick Noble,0,0,1,11,18,0,0,0,0,2.54,Welterweight,Punches,KO/TKO,Thiago Alves
14765,May 27 2006,UFC 60: Hughes vs Gracie,Matt Hughes,Royce Gracie,4,0,1,32,7,1,0,1,0,4.39,Catch Weight,Punches,KO/TKO,Matt Hughes
14765,May 27 2006,UFC 60: Hughes vs Gracie,Dean Lister,Alessio Sakara,0,0,1,1,1,2,0,0,0,2.2,Light Heavyweight,Triangle Choke,SUB,Dean Lister
14765,May 27 2006,UFC 60: Hughes vs Gracie,Diego Sanchez,John Alessio,1,0,3,9,17,0,1,1,0,5.0,Welterweight,,U-DEC,Diego Sanchez
14765,May 27 2006,UFC 60: Hughes vs Gracie,Brandon Vera,Assuerio Silva,0,0,1,8,9,1,0,0,1,2.39,Heavyweight,Guillotine Choke,SUB,Brandon Vera
14765,May 27 2006,UFC 60: Hughes vs Gracie,Mike Swick,Joe Riggs,0,0,1,5,1,1,0,0,0,2.19,Middleweight,Guillotine Choke,SUB,Mike Swick
14765,May 27 2006,UFC 60: Hughes vs Gracie,Jeremy Horn,Chael Sonnen,0,0,2,3,6,4,0,0,3,1.17,Middleweight,Armbar,SUB,Jeremy Horn
14765,May 27 2006,UFC 60: Hughes vs Gracie,Spencer Fisher,Matt Wiman,2,2,2,27,10,0,4,0,1,1.43,Lightweight,Flying Knee,KO/TKO,Spencer Fisher
14765,May 27 2006,UFC 60: Hughes vs Gracie,Gabriel Gonzaga,Fabiano Scherner,1,1,2,16,8,0,0,3,0,0.24,Heavyweight,Punch,KO/TKO,Gabriel Gonzaga
14765,May 27 2006,UFC 60: Hughes vs Gracie,Melvin Guillard,Rick Davis,0,0,1,10,5,0,0,0,0,1.37,Lightweight,Punch,KO/TKO,Melvin Guillard
949,June 24 2006,The Ultimate Fighter 3 Finale,Kenny Florian,Sam Stout,3,0,1,5,0,1,0,1,0,1.46,Lightweight,Rear Naked Choke,SUB,Kenny Florian
949,June 24 2006,The Ultimate Fighter 3 Finale,Michael Bisping,Josh Haynes,8,0,2,41,8,4,0,4,0,4.14,Light Heavyweight,Punches,KO/TKO,Michael Bisping
949,June 24 2006,The Ultimate Fighter 3 Finale,Kendall Grove,Ed Herman,2,4,3,25,33,6,2,0,5,5.0,Middleweight,,U-DEC,Kendall Grove
949,June 24 2006,The Ultimate Fighter 3 Finale,Keith Jardine,Wilson Gouveia,0,1,3,67,48,0,0,1,1,5.0,Light Heavyweight,,U-DEC,Keith Jardine
949,June 24 2006,The Ultimate Fighter 3 Finale,Rory Singer,Ross Pointon,0,0,1,2,4,1,0,0,0,0.44,Middleweight,Triangle Choke,SUB,Rory Singer
949,June 24 2006,The Ultimate Fighter 3 Finale,Kalib Starnes,Danny Abbadi,3,0,1,21,3,1,0,1,0,2.56,Middleweight,Rear Naked Choke,SUB,Kalib Starnes
949,June 24 2006,The Ultimate Fighter 3 Finale,Luigi Fioravanti,Solomon Hutcherson,1,1,1,11,11,0,0,1,1,4.15,Middleweight,Punch,KO/TKO,Luigi Fioravanti
949,June 24 2006,The Ultimate Fighter 3 Finale,Matt Hamill,Jesse Forbes,0,0,1,33,9,0,0,1,0,4.47,Light Heavyweight,Elbows,KO/TKO,Matt Hamill
949,June 24 2006,The Ultimate Fighter 3 Finale,Mike Nickels,Wes Combs,1,0,1,22,4,1,0,3,0,3.1,Light Heavyweight,Rear Naked Choke,SUB,Mike Nickels
594,June 28 2006,UFC Fight Night 5,Jonathan Goulet,Luke Cummo,11,3,3,18,13,0,3,6,0,5.0,Welterweight,,M-DEC,Jonathan Goulet
594,June 28 2006,UFC Fight Night 5,Anderson Silva,Chris Leben,0,0,1,17,1,0,0,0,0,0.49,Middleweight,Punches,KO/TKO,Anderson Silva
594,June 28 2006,UFC Fight Night 5,Rashad Evans,Stephan Bonnar,2,0,3,17,12,0,2,7,0,5.0,Light Heavyweight,,M-DEC,Rashad Evans
594,June 28 2006,UFC Fight Night 5,Mark Hominick,Jorge Gurgel,0,0,3,43,36,0,0,0,0,5.0,Lightweight,,U-DEC,Mark Hominick
594,June 28 2006,UFC Fight Night 5,Josh Koscheck,Dave Menne,8,0,3,45,13,1,5,4,1,5.0,Welterweight,,U-DEC,Josh Koscheck
594,June 28 2006,UFC Fight Night 5,Jason Lambert,Branden Lee Hinkle,2,0,1,44,4,1,0,0,3,5.0,Light Heavyweight,Punches,KO/TKO,Jason Lambert
594,June 28 2006,UFC Fight Night 5,Jon Fitch,Thiago Alves,5,0,2,51,1,2,3,3,1,4.37,Welterweight,Kick,KO/TKO,Jon Fitch
594,June 28 2006,UFC Fight Night 5,Rob MacDonald,Kristian Rothaermel,3,0,1,10,3,3,0,4,0,4.01,Light Heavyweight,Armbar,SUB,Rob MacDonald
594,June 28 2006,UFC Fight Night 5,Jorge Santiago,Justin Levens,1,0,1,9,0,0,0,1,0,2.13,Middleweight,Knee,KO/TKO,Jorge Santiago
11173,July 08 2006,UFC 61: Bitter Rivals,Tim Sylvia,Andrei Arlovski,0,0,5,97,66,0,0,0,0,5.0,Heavyweight,,U-DEC,Tim Sylvia
11173,July 08 2006,UFC 61: Bitter Rivals,Joshua Burkman,Josh Neer,1,0,3,35,19,0,1,4,1,5.0,Welterweight,,U-DEC,Joshua Burkman
11173,July 08 2006,UFC 61: Bitter Rivals,Tito Ortiz,Ken Shamrock,0,0,1,11,0,0,0,1,0,1.18,Light Heavyweight,Elbows,KO/TKO,Tito Ortiz
11173,July 08 2006,UFC 61: Bitter Rivals,Frank Mir,Dan Christison,4,0,3,53,48,0,1,3,0,5.0,Heavyweight,,U-DEC,Frank Mir
11173,July 08 2006,UFC 61: Bitter Rivals,Joe Stevenson,Yves Edwards,1,0,2,28,18,1,2,3,0,5.0,Lightweight,,KO/TKO,Joe Stevenson
11173,July 08 2006,UFC 61: Bitter Rivals,Hermes Franca,Joe Jordan,2,0,3,46,20,1,0,3,0,0.47,Catch Weight,Triangle Choke,SUB,Hermes Franca
11173,July 08 2006,UFC 61: Bitter Rivals,Jeff Monson,Anthony Perosh,0,0,1,18,8,0,0,0,0,2.42,Heavyweight,Punches,KO/TKO,Jeff Monson
11173,July 08 2006,UFC 61: Bitter Rivals,Cheick Kongo,Gilbert Aldana,0,2,1,24,6,0,0,1,2,4.13,Heavyweight,,KO/TKO,Cheick Kongo
11173,July 08 2006,UFC 61: Bitter Rivals,Drew Fickett,Kurt Pellegrino,1,3,3,18,25,2,0,1,5,1.2,Welterweight,Rear Naked Choke,SUB,Drew Fickett
1412,August 17 2006,UFC Fight Night 6,Diego Sanchez,Karo Parisyan,6,1,3,66,36,1,0,3,9,5.0,Welterweight,,U-DEC,Diego Sanchez
1412,August 17 2006,UFC Fight Night 6,Chris Leben,Jorge Santiago,1,1,2,9,6,0,0,1,1,0.35,Middleweight,Punches,KO/TKO,Chris Leben
1412,August 17 2006,UFC Fight Night 6,Dean Lister,Yuki Sasaki,4,0,3,24,26,2,0,5,0,5.0,Middleweight,,U-DEC,Dean Lister
1412,August 17 2006,UFC Fight Night 6,Josh Koscheck,Jonathan Goulet,2,0,1,23,1,1,0,1,0,4.1,Welterweight,Punches,KO/TKO,Josh Koscheck
1412,August 17 2006,UFC Fight Night 6,Martin Kampmann,Crafton Wallace,3,0,1,19,1,1,0,1,0,2.59,Middleweight,Rear Naked Choke,SUB,Martin Kampmann
1412,August 17 2006,UFC Fight Night 6,Joe Riggs,Jason Von Flue,2,0,1,1,0,1,0,1,0,2.01,Welterweight,Triangle Choke,SUB,Joe Riggs
1412,August 17 2006,UFC Fight Night 6,Jake O'Brien,Kristof Midoux,0,0,2,25,2,0,0,3,0,0.52,Heavyweight,Punches,KO/TKO,Jake O'Brien
1412,August 17 2006,UFC Fight Night 6,Forrest Petz,Sammy Morgan,3,0,3,45,8,0,1,6,0,5.0,Welterweight,,U-DEC,Forrest Petz
1412,August 17 2006,UFC Fight Night 6,Anthony Torres,Pat Healy,1,0,1,11,13,1,0,0,0,2.37,Welterweight,Rear Naked Choke,SUB,Anthony Torres
10503,August 26 2006,UFC 62: Liddell vs Sobral,Chuck Liddell,Renato Sobral,0,0,1,17,1,0,0,0,0,1.35,Light Heavyweight,Punches,KO/TKO,Chuck Liddell
10503,August 26 2006,UFC 62: Liddell vs Sobral,Forrest Griffin,Stephan Bonnar,0,0,3,83,41,0,0,0,0,5.0,Light Heavyweight,,U-DEC,Forrest Griffin
10503,August 26 2006,UFC 62: Liddell vs Sobral,Nick Diaz,Josh Neer,1,0,3,75,25,1,0,3,0,1.42,Welterweight,Kimura,SUB,Nick Diaz
10503,August 26 2006,UFC 62: Liddell vs Sobral,Cheick Kongo,Christian Wellisch,0,2,1,17,0,0,1,0,1,2.51,Heavyweight,Knee,KO/TKO,Cheick Kongo
10503,August 26 2006,UFC 62: Liddell vs Sobral,Hermes Franca,Jamie Varner,0,4,3,22,18,3,0,1,9,3.31,Lightweight,Armbar,SUB,Hermes Franca
10503,August 26 2006,UFC 62: Liddell vs Sobral,Eric Schafer,Rob MacDonald,3,0,1,7,2,2,0,0,0,2.26,Light Heavyweight,Arm Triangle,SUB,Eric Schafer
10503,August 26 2006,UFC 62: Liddell vs Sobral,Wilson Gouveia,Wes Combs,2,0,1,9,10,1,0,1,0,3.23,Light Heavyweight,Rear Naked Choke,SUB,Wilson Gouveia
10503,August 26 2006,UFC 62: Liddell vs Sobral,David Heath,Cory Walmsley,2,0,1,3,2,3,0,1,0,2.32,Light Heavyweight,Rear Naked Choke,SUB,David Heath
10503,August 26 2006,UFC 62: Liddell vs Sobral,Yushin Okami,Alan Belcher,8,0,3,12,8,0,0,5,0,5.0,Middleweight,,U-DEC,Yushin Okami
12604,September 23 2006,UFC 63: Hughes vs Penn,Matt Hughes,BJ Penn,2,1,3,35,17,0,2,1,0,3.53,Welterweight,Punches,KO/TKO,Matt Hughes
12604,September 23 2006,UFC 63: Hughes vs Penn,Mike Swick,David Loiseau,4,1,3,32,36,0,0,3,1,5.0,Middleweight,,U-DEC,Mike Swick
12604,September 23 2006,UFC 63: Hughes vs Penn,Melvin Guillard,Gabe Ruediger,0,3,2,20,7,0,0,3,2,1.01,Lightweight,Punch,KO/TKO,Melvin Guillard
12604,September 23 2006,UFC 63: Hughes vs Penn,Rashad Evans,Jason Lambert,6,0,2,25,6,0,3,8,0,2.22,Light Heavyweight,Punches,KO/TKO,Rashad Evans
12604,September 23 2006,UFC 63: Hughes vs Penn,Joe Lauzon,Jens Pulver,0,0,1,9,0,0,0,1,0,0.48,Lightweight,Punch,KO/TKO,Joe Lauzon
12604,September 23 2006,UFC 63: Hughes vs Penn,Roger Huerta,Jason Dent,7,0,3,71,38,0,3,6,0,5.0,Lightweight,,U-DEC,Roger Huerta
12604,September 23 2006,UFC 63: Hughes vs Penn,Eddie Sanchez,Mario Neto,0,1,2,10,10,0,0,0,1,0.17,Heavyweight,Punch,KO/TKO,Eddie Sanchez
12604,September 23 2006,UFC 63: Hughes vs Penn,Jorge Gurgel,Danny Abbadi,0,0,3,58,56,1,0,1,0,5.0,Lightweight,,S-DEC,Jorge Gurgel
12604,September 23 2006,UFC 63: Hughes vs Penn,Tyson Griffin,David Lee,1,0,1,0,1,1,0,1,0,1.5,Lightweight,Rear Naked Choke,SUB,Tyson Griffin
10773,October 14 2006,UFC 64: Unstoppable,Anderson Silva,Rich Franklin,0,0,1,31,10,0,0,0,0,2.59,Middleweight,Knees,KO/TKO,Anderson Silva
10773,October 14 2006,UFC 64: Unstoppable,Sean Sherk,Kenny Florian,15,0,5,60,23,1,4,8,0,5.0,Lightweight,,U-DEC,Sean Sherk
10773,October 14 2006,UFC 64: Unstoppable,Jon Fitch,Kuniyoshi Hironaka,1,0,3,44,4,0,2,5,0,5.0,Welterweight,,U-DEC,Jon Fitch
10773,October 14 2006,UFC 64: Unstoppable,Carmelo Marrero,Cheick Kongo,5,2,3,16,18,0,2,6,0,5.0,Heavyweight,,S-DEC,Carmelo Marrero
10773,October 14 2006,UFC 64: Unstoppable,Spencer Fisher,Dan Lauzon,0,1,1,13,8,0,0,0,2,4.38,Lightweight,Punches,KO/TKO,Spencer Fisher
10773,October 14 2006,UFC 64: Unstoppable,Yushin Okami,Kalib Starnes,3,0,3,39,19,1,1,3,0,1.4,Middleweight,Punches,KO/TKO,Yushin Okami
10773,October 14 2006,UFC 64: Unstoppable,Clay Guida,Justin James,2,0,2,26,13,2,1,2,0,4.42,Lightweight,Rear Naked Choke,SUB,Clay Guida
10773,October 14 2006,UFC 64: Unstoppable,Kurt Pellegrino,Junior Assuncao,2,0,1,5,1,1,0,1,0,2.04,Lightweight,Rear Naked Choke,SUB,Kurt Pellegrino
962,November 11 2006,The Ultimate Fighter 4 Finale,Matt Serra,Chris Lytle,1,0,3,20,42,0,0,1,1,5.0,Welterweight,,S-DEC,Matt Serra
962,November 11 2006,The Ultimate Fighter 4 Finale,Travis Lutter,Patrick Cote,3,0,1,0,0,1,0,1,0,2.18,Middleweight,Armbar,SUB,Travis Lutter
962,November 11 2006,The Ultimate Fighter 4 Finale,Din Thomas,Rich Clementi,2,0,2,33,22,1,0,1,1,3.11,Lightweight,Rear Naked Choke,SUB,Din Thomas
962,November 11 2006,The Ultimate Fighter 4 Finale,Jorge Rivera,Edwin DeWees,0,0,1,24,6,0,0,0,0,2.37,Middleweight,Punches,KO/TKO,Jorge Rivera
962,November 11 2006,The Ultimate Fighter 4 Finale,Pete Spratt,Jeremy Jackson,0,2,2,12,5,0,0,0,2,1.11,Welterweight,Injury,SUB,Pete Spratt
962,November 11 2006,The Ultimate Fighter 4 Finale,Scott Smith,Pete Sell,0,0,2,26,32,0,0,0,0,3.25,Middleweight,Punch,KO/TKO,Scott Smith
962,November 11 2006,The Ultimate Fighter 4 Finale,Charles McCarthy,Gideon Ray,1,0,1,2,9,1,0,1,0,4.43,Middleweight,Armbar,SUB,Charles McCarthy
962,November 11 2006,The Ultimate Fighter 4 Finale,Martin Kampmann,Thales Leites,0,1,3,101,46,0,0,0,1,5.0,Middleweight,,U-DEC,Martin Kampmann
14666,November 18 2006,UFC 65: Bad Intentions,Georges St-Pierre,Matt Hughes,1,0,2,45,10,0,0,1,0,1.25,Welterweight,Kick,KO/TKO,Georges St-Pierre
14666,November 18 2006,UFC 65: Bad Intentions,Tim Sylvia,Jeff Monson,1,2,5,49,12,1,2,0,1,5.0,Heavyweight,,U-DEC,Tim Sylvia
14666,November 18 2006,UFC 65: Bad Intentions,Drew McFedries,Alessio Sakara,1,0,1,30,32,0,0,1,0,4.07,Light Heavyweight,Punches,KO/TKO,Drew McFedries
14666,November 18 2006,UFC 65: Bad Intentions,Brandon Vera,Frank Mir,1,0,1,15,2,0,0,0,0,1.09,Heavyweight,Punches,KO/TKO,Brandon Vera
14666,November 18 2006,UFC 65: Bad Intentions,Joe Stevenson,Dokonjonosuke Mishima,0,1,1,1,1,3,0,0,1,2.07,Lightweight,Guillotine Choke,SUB,Joe Stevenson
14666,November 18 2006,UFC 65: Bad Intentions,Nick Diaz,Gleison Tibau,1,0,2,24,0,1,1,0,0,2.27,Welterweight,Punches,KO/TKO,Nick Diaz
14666,November 18 2006,UFC 65: Bad Intentions,Antoni Hardonk,Sherman Pendergarst,0,2,1,10,4,0,0,0,1,3.15,Heavyweight,Punch,KO/TKO,Antoni Hardonk
14666,November 18 2006,UFC 65: Bad Intentions,James Irvin,Hector Ramirez,0,3,2,17,33,0,1,0,3,2.36,Light Heavyweight,Punch,KO/TKO,James Irvin
14666,November 18 2006,UFC 65: Bad Intentions,Jake O'Brien,Josh Shockman,2,0,3,13,13,0,0,10,0,5.0,Heavyweight,,U-DEC,Jake O'Brien
3000,December 13 2006,UFC Fight Night: Sanchez vs Riggs,Diego Sanchez,Joe Riggs,0,0,1,6,3,0,0,0,0,1.45,Welterweight,Flying Knee,KO/TKO,Diego Sanchez
3000,December 13 2006,UFC Fight Night: Sanchez vs Riggs,Josh Koscheck,Jeff Joslin,2,0,3,14,18,1,1,6,0,5.0,Welterweight,,U-DEC,Josh Koscheck
3000,December 13 2006,UFC Fight Night: Sanchez vs Riggs,Karo Parisyan,Drew Fickett,5,0,3,56,47,0,0,3,1,5.0,Welterweight,,U-DEC,Karo Parisyan
3000,December 13 2006,UFC Fight Night: Sanchez vs Riggs,Marcus Davis,Shonie Carter,2,0,3,54,27,2,0,1,0,5.0,Welterweight,,U-DEC,Marcus Davis
3000,December 13 2006,UFC Fight Night: Sanchez vs Riggs,David Heath,Victor Valimaki,0,1,3,44,66,0,0,0,1,5.0,Light Heavyweight,,S-DEC,David Heath
3000,December 13 2006,UFC Fight Night: Sanchez vs Riggs,Alan Belcher,Jorge Santiago,0,2,3,29,14,2,3,1,0,2.45,Middleweight,Kick,KO/TKO,Alan Belcher
3000,December 13 2006,UFC Fight Night: Sanchez vs Riggs,Luigi Fioravanti,Dave Menne,0,0,1,23,8,0,2,1,0,4.44,Welterweight,Punches,KO/TKO,Luigi Fioravanti
3000,December 13 2006,UFC Fight Night: Sanchez vs Riggs,Brock Larson,Keita Nakamura,2,0,3,22,16,0,1,5,0,5.0,Welterweight,,U-DEC,Brock Larson
3000,December 13 2006,UFC Fight Night: Sanchez vs Riggs,Logan Clark,Steve Byrnes,4,2,3,40,18,2,4,0,3,5.0,Middleweight,,U-DEC,Logan Clark
13761,December 30 2006,UFC 66: Liddell vs Ortiz 2,Chuck Liddell,Tito Ortiz,0,0,3,49,21,0,0,0,1,3.59,Light Heavyweight,Punches,KO/TKO,Chuck Liddell
13761,December 30 2006,UFC 66: Liddell vs Ortiz 2,Keith Jardine,Forrest Griffin,0,0,1,36,17,0,0,0,0,4.41,Light Heavyweight,Punches,KO/TKO,Keith Jardine
13761,December 30 2006,UFC 66: Liddell vs Ortiz 2,Jason MacDonald,Chris Leben,1,2,2,9,15,1,0,1,2,4.03,Middleweight,Guillotine Choke,SUB,Jason MacDonald
13761,December 30 2006,UFC 66: Liddell vs Ortiz 2,Andrei Arlovski,Marcio Cruz,1,0,1,7,0,1,2,0,0,3.15,Heavyweight,Punches,KO/TKO,Andrei Arlovski
13761,December 30 2006,UFC 66: Liddell vs Ortiz 2,Michael Bisping,Eric Schafer,0,3,1,19,3,0,2,0,3,4.24,Light Heavyweight,Punches,KO/TKO,Michael Bisping
13761,December 30 2006,UFC 66: Liddell vs Ortiz 2,Thiago Alves,Tony DeSouza,3,0,2,26,1,1,0,0,0,1.1,Welterweight,Knee,KO/TKO,Thiago Alves
13761,December 30 2006,UFC 66: Liddell vs Ortiz 2,Gabriel Gonzaga,Carmelo Marrero,4,0,1,4,1,3,0,1,0,3.22,Heavyweight,Armbar,SUB,Gabriel Gonzaga
13761,December 30 2006,UFC 66: Liddell vs Ortiz 2,Yushin Okami,Rory Singer,8,0,3,35,28,0,0,3,0,4.03,Middleweight,Punches,KO/TKO,Yushin Okami
13761,December 30 2006,UFC 66: Liddell vs Ortiz 2,Christian Wellisch,Anthony Perosh,1,0,3,61,48,0,0,1,3,5.0,Heavyweight,,U-DEC,Christian Wellisch
5287,January 25 2007,UFC Fight Night: Evans vs Salmon,Rashad Evans,Sean Salmon,0,2,2,13,10,0,0,0,2,1.06,Light Heavyweight,Kick,KO/TKO,Rashad Evans
5287,January 25 2007,UFC Fight Night: Evans vs Salmon,Jake O'Brien,Heath Herring,17,0,3,13,11,1,1,6,1,5.0,Heavyweight,,U-DEC,Jake O'Brien
5287,January 25 2007,UFC Fight Night: Evans vs Salmon,Hermes Franca,Spencer Fisher,3,0,2,25,24,2,0,2,0,4.03,Lightweight,Punch,KO/TKO,Hermes Franca
5287,January 25 2007,UFC Fight Night: Evans vs Salmon,Nate Marquardt,Dean Lister,4,0,3,53,18,0,0,2,0,5.0,Middleweight,,U-DEC,Nate Marquardt
5287,January 25 2007,UFC Fight Night: Evans vs Salmon,Joshua Burkman,Chad Reiner,4,1,3,27,6,0,2,9,1,5.0,Welterweight,,U-DEC,Joshua Burkman
5287,January 25 2007,UFC Fight Night: Evans vs Salmon,Ed Herman,Chris Price,1,0,1,5,5,1,1,1,0,2.58,Middleweight,Armbar,SUB,Ed Herman
5287,January 25 2007,UFC Fight Night: Evans vs Salmon,Din Thomas,Clay Guida,0,2,3,33,33,1,0,0,5,5.0,Lightweight,,U-DEC,Din Thomas
5287,January 25 2007,UFC Fight Night: Evans vs Salmon,Rich Clementi,Ross Pointon,4,0,2,23,23,1,0,1,0,4.53,Welterweight,Rear Naked Choke,SUB,Rich Clementi
10787,February 03 2007,UFC 67: All or Nothing,Anderson Silva,Travis Lutter,0,2,2,9,8,2,0,0,3,2.11,Middleweight,Triangle Choke,SUB,Anderson Silva
10787,February 03 2007,UFC 67: All or Nothing,Mirko Cro Cop,Eddie Sanchez,2,0,1,20,5,0,0,0,0,4.33,Heavyweight,Punches,KO/TKO,Mirko Cro Cop
10787,February 03 2007,UFC 67: All or Nothing,Roger Huerta,John Halverson,1,0,1,13,1,0,0,1,0,0.19,Lightweight,Punches,KO/TKO,Roger Huerta
10787,February 03 2007,UFC 67: All or Nothing,Rampage Jackson,Marvin Eastman,0,0,2,45,15,0,0,0,0,3.49,Light Heavyweight,Punches,KO/TKO,Rampage Jackson
10787,February 03 2007,UFC 67: All or Nothing,Patrick Cote,Scott Smith,0,0,3,50,34,0,0,1,0,5.0,Middleweight,,U-DEC,Patrick Cote
10787,February 03 2007,UFC 67: All or Nothing,Terry Martin,Jorge Rivera,0,0,1,4,1,0,0,0,0,0.14,Middleweight,Punch,KO/TKO,Terry Martin
10787,February 03 2007,UFC 67: All or Nothing,Frankie Edgar,Tyson Griffin,6,0,3,55,38,0,4,8,3,5.0,Lightweight,,U-DEC,Frankie Edgar
10787,February 03 2007,UFC 67: All or Nothing,Lyoto Machida,Sam Hoger,13,1,3,62,11,0,0,4,1,5.0,Light Heavyweight,,U-DEC,Lyoto Machida
10787,February 03 2007,UFC 67: All or Nothing,Dustin Hazelett,Diego Saraiva,0,5,3,44,14,1,0,1,4,5.0,Lightweight,,U-DEC,Dustin Hazelett
19079,March 03 2007,UFC 68: The Uprising,Randy Couture,Tim Sylvia,7,0,5,73,25,0,0,7,0,5.0,Heavyweight,,U-DEC,Randy Couture
19079,March 03 2007,UFC 68: The Uprising,Martin Kampmann,Drew McFedries,1,0,1,15,16,1,0,1,0,4.06,Middleweight,Arm Triangle,SUB,Martin Kampmann
19079,March 03 2007,UFC 68: The Uprising,Rich Franklin,Jason MacDonald,4,0,2,49,16,0,0,1,1,5.0,Middleweight,,KO/TKO,Rich Franklin
