date_of_birth,fighter_name,fighter_record,height,reach,sapm,slpm,stance,strike_acc,strike_def,sub_avg,td_acc,td_avg,td_def,weight
Aug 01 1970,Kaleo Kwan,Record: 10-13-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
--,Lina Kvokov,Record: 0-3-0,"5' 9""",,12.12,2.31,Orthodox,30,19.0,0.0,0,0.0,0,135
--,Kyle Kurtz,Record: 7-5-0,--,,2.95,1.31,,36,52.0,2.5,20,1.23,0,170
Apr 16 1972,Eldari Kurtanidze,Record: 0-1-0,"5' 6""",,3.72,0.47,Orthodox,20,60.0,0.0,0,0.0,0,235
Jul 13 1973,Tsuyoshi Kurihara,Record: 6-7-2,"5' 10""",,12.0,0.0,Orthodox,0,50.0,0.0,0,0.0,0,185
Oct 03 1983,Leo Kuntz,Record: 17-3-1,"5' 10""",74,3.8,1.68,Orthodox,32,45.0,0.7,25,1.99,33,155
Nov 11 1989,Yana Kunitskaya,Record: 12-4-0 (1 NC),"5' 6""",68,4.01,5.24,Orthodox,50,50.0,0.5,53,3.14,0,135
May 01 1981,Kiichi Kunimoto,Record: 18-7-2 (1 NC),"5' 10""",71,3.92,1.87,Orthodox,44,41.0,0.3,20,1.59,28,170
--,Keigo Kunihara,Record: 3-2-0,"6' 0""",,1.99,0.17,Orthodox,10,57.0,2.5,40,4.97,100,235
May 02 1984,Aleksei Kunchenko,Record: 20-0-0,"5' 8""",70,2.2,3.87,Orthodox,41,71.0,0.0,50,0.5,100,170
--,Maiju Kujala,Record: 6-3-0,--,,5.5,2.5,,40,36.0,0.0,0,0.0,50,135
May 01 1984,Anton Kuivanen,Record: 17-6-0,"5' 8""",72,1.63,2.27,Orthodox,38,67.0,0.4,100,1.2,71,155
Jun 07 1989,Michael Kuiper,Record: 12-3-0,"6' 0""",73,3.62,3.28,Orthodox,54,54.0,0.0,55,2.3,79,185
Oct 12 1982,John Kuhner,Record: 1-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
--,Junya Kudo,Record: 8-4-2,--,,4.44,1.85,Orthodox,71,33.0,0.0,0,0.0,0,135
Mar 07 1992,Nikita Krylov,Record: 26-6-0,"6' 3""",77,2.34,5.32,Orthodox,59,45.0,2.1,33,0.8,46,205
May 08 1974,Jorgen Kruth,Record: 5-0-0,"6' 2""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
--,Rene Kronvold,Record: 5-1-0,"5' 8""",,2.47,0.82,Orthodox,100,60.0,4.1,0,0.0,66,170
Apr 19 1987,Pascal Krauss,Record: 11-2-0,"6' 1""",72,3.88,5.45,Orthodox,47,59.0,0.9,50,1.53,60,170
Jun 04 1986,James Krause,Record: 25-8-0,"6' 2""",73,4.15,4.57,Orthodox,46,61.0,0.7,18,1.18,46,170
--,Steve Kozola,Record: 8-0-0,--,,4.36,3.9,,39,50.0,0.0,100,2.34,100,155
Oct 15 1985,Karolina Kowalkiewicz,Record: 13-4-0,"5' 3""",64,5.05,5.52,Orthodox,39,56.0,0.0,14,0.13,83,115
--,Marcus Kowal,Record: 3-1-1,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
--,Matt Kovacs,Record: 6-7-0,"6' 0""",,4.87,1.47,Orthodox,22,44.0,0.0,25,1.0,0,244
--,Iouri Kotchkine,Record: 7-4-1,"6' 2""",,4.92,0.67,Orthodox,38,15.0,0.0,0,0.0,25,235
--,Ilya Kotau,Record: 1-2-0,--,,4.38,3.94,,40,44.0,6.6,100,6.57,100,170
Dec 08 1981,Naoyuki Kotani,Record: 33-13-7,"5' 8""",66,2.89,1.02,Southpaw,31,50.0,0.8,16,0.83,46,155
Nov 30 1977,Josh Koscheck,Record: 19-10-0,"5' 10""",73,2.27,1.79,Orthodox,36,63.0,0.4,48,2.46,64,170
Aug 23 1990,Andrey Koreshkov,Record: 19-2-0,"6' 0""",,1.92,2.84,,39,63.0,0.0,53,4.8,0,170
May 04 1991,Roman Kopylov,Record: 8-0-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Jul 16 1965,Andrei Kopylov,Record: 5-10-0,"6' 2""",,4.31,0.33,Orthodox,66,40.0,0.0,0,0.0,0,265
May 17 1975,Cheick Kongo,Record: 29-9-2,"6' 4""",82,1.28,3.33,Orthodox,56,54.0,0.2,56,2.3,52,240
Feb 08 1989,Syuri Kondo,Record: 6-2-0,"5' 4""",66,8.31,7.3,Orthodox,43,62.0,0.0,0,0.0,100,115
Jul 17 1975,Yuki Kondo,Record: 53-26-8,"5' 11""",,2.57,1.14,Southpaw,42,51.0,0.5,41,0.76,37,183
Nov 26 1974,John Kolosci,Record: 15-8-0,"5' 11""",,0.85,0.21,Orthodox,20,50.0,0.0,0,0.0,0,185
Mar 06 1970,Tsuyoshi Kohsaka,Record: 26-18-2,"5' 11""",,4.41,1.88,Orthodox,38,54.0,0.4,20,1.32,33,225
Jul 16 1976,Charlie Kohler,Record: 8-4-1,"5' 9""",,4.31,0.81,Orthodox,33,46.0,4.0,0,0.0,0,155
May 26 1964,Brad Kohler,Record: 11-14-0,"5' 9""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,220
--,Shingo Kohara,Record: 1-0-0,"5' 6""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
--,Sokun Koh,Record: 4-1-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Oct 04 1988,Erik Koch,Record: 15-6-0,"5' 10""",71,2.98,2.32,Southpaw,40,45.0,1.1,50,0.64,79,155
Feb 25 1983,Kelly Kobold,Record: 17-3-1,"5' 6""",,4.11,2.33,Orthodox,21,59.0,0.0,11,1.67,0,135
Oct 28 1988,Isao Kobayashi,Record: 21-4-4,"5' 8""",,1.66,1.01,,33,45.0,0.0,100,2.17,100,145
Jul 14 1992,Jason Knight,Record: 20-6-0,"5' 10""",71,3.02,2.95,Orthodox,33,51.0,1.7,31,1.31,47,145
Jul 05 1984,Kevin Knabjian,Record: 10-6-1,"5' 10""",,15.56,0.0,Orthodox,0,22.0,0.0,0,0.0,100,170
Feb 27 1984,Michael Knaap,Record: 18-20-3,"6' 2""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,220
Mar 09 1988,Drakkar Klose,Record: 10-1-1,"5' 9""",70,3.33,3.45,Orthodox,50,56.0,0.0,30,1.6,70,155
--,Stefan Klever,Record: 6-1-0,--,,3.84,0.82,Orthodox,50,58.0,0.0,0,0.0,0,185
Jul 25 1973,Seth Kleinbeck,Record: 8-4-0,"6' 2""",,2.42,2.55,,33,40.0,0.0,25,0.98,90,185
Feb 04 1980,Satoru Kitaoka,Record: 29-11-9,"5' 6""",,2.15,0.68,,33,45.0,2.1,10,0.62,27,154
--,Mitsuharu Kitao,Record: 1-2-0,"6' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,390
Oct 12 1963,Koji Kitao,Record: 1-2-0,"6' 7""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,350
Apr 13 1988,Justine Kish,Record: 6-2-0,"5' 5""",64,4.18,4.32,Orthodox,50,58.0,0.2,30,1.0,55,125
--,Yurij Kiseliov,Record: 5-3-0,"5' 8""",,0.0,4.88,Orthodox,87,0.0,0.0,0,0.0,50,185
Mar 22 1982,Kyle Kingsbury,Record: 11-6-0 (1 NC),"6' 4""",76,3.81,2.97,Orthodox,40,51.0,0.0,41,2.64,52,205
Aug 04 1983,Mike King,Record: 5-1-0,"6' 3""",75,1.29,4.44,,58,72.0,3.5,25,1.75,40,185
Jul 08 1970,Taiei Kin,Record: 4-3-0,"5' 11""",,1.33,2.71,Orthodox,60,52.0,0.0,0,0.0,55,185
May 21 1989,Dustin Kimura,Record: 12-3-0,"5' 7""",71,3.82,1.33,Orthodox,21,51.0,2.2,37,0.93,50,135
Jan 30 1981,Rob Kimmons,Record: 24-8-0,"5' 10""",73,4.79,1.86,Orthodox,48,38.0,2.4,46,2.08,25,185
Jan 03 1991,Jeremy Kimball,Record: 15-8-0,"6' 0""",72,3.84,2.81,Switch,46,49.0,0.0,20,1.41,50,205
Oct 18 1989,Ji Yeon Kim,Record: 8-2-2,"5' 7""",72,4.78,3.9,Orthodox,31,57.0,0.0,0,0.0,33,125
Mar 03 1978,Jong Man Kim,Record: 22-11-3 (1 NC),"5' 7""",,3.0,1.33,Orthodox,21,60.0,0.0,0,0.0,0,139
Jan 22 1975,Min Soo Kim,Record: 3-7-0,"6' 1""",,3.48,0.87,Southpaw,100,20.0,0.0,0,0.0,0,255
--,Jong Won Kim,Record: 0-1-0,"5' 7""",,3.28,0.84,Orthodox,15,63.0,0.0,100,2.81,0,139
--,Jong Wang Kim,Record: 11-21-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,240
--,Dae Won Kim,Record: 11-6-0,"5' 11""",,2.51,1.75,Orthodox,32,36.0,0.0,42,3.43,0,180
--,Jin Oh Kim,Record: 0-3-0,"5' 9""",,8.43,5.06,Orthodox,25,50.0,0.0,0,0.0,66,205
Nov 17 1981,Dong Hyun Kim,Record: 22-4-1 (1 NC),"6' 2""",76,1.89,2.12,Southpaw,49,58.0,0.6,43,2.93,71,170
Jun 28 1995,Jacob Kilburn,Record: 6-1-0,"5' 9""",71,4.97,1.33,Orthodox,57,25.0,0.0,0,0.0,0,145
Sep 10 1971,Sanae Kikuta,Record: 30-7-3 (1 NC),"5' 9""",,0.9,0.7,Orthodox,45,52.0,1.8,63,1.6,25,200
Oct 31 1981,Katsunori Kikuno,Record: 23-8-2,"5' 8""",66,2.47,2.64,Orthodox,40,61.0,0.8,75,1.88,76,145
Jul 23 1978,Akira Kikuchi,Record: 16-4-0,"5' 8""",,0.4,3.67,Orthodox,56,14.0,0.0,40,2.0,100,155
Dec 08 1991,Pannie Kianzad,Record: 11-4-0,"5' 7""",68,3.34,2.65,,48,52.0,2.1,0,0.0,100,145
Jul 17 1988,Alfred Khashakyan,Record: 8-3-0,"5' 8""",70,6.38,6.14,Orthodox,42,40.0,0.0,25,3.54,0,135
Aug 18 1980,Sergei Kharitonov,Record: 18-5-0,"6' 0""",,3.03,3.9,Orthodox,44,54.0,1.0,53,1.16,70,245
May 19 1992,Sergey Khandozhko,Record: 25-5-1,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Apr 16 1984,Adam Khaliev,Record: 6-0-0,"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,170
Nov 04 1986,Rustam Khabilov,Record: 23-4-0,"5' 8""",73,2.2,2.1,Orthodox,34,66.0,0.1,42,3.94,61,155
--,Ron Keslar,Record: 7-3-0,--,,2.05,0.0,,0,60.0,7.7,0,0.0,100,185
Oct 21 1982,Will Kerr,Record: 9-3-0,"5' 10""",69,6.22,1.91,Orthodox,42,33.0,14.3,0,0.0,0,155
Dec 21 1968,Mark Kerr,Record: 15-11-0 (1 NC),"6' 3""",,0.89,0.28,Switch,41,28.0,0.4,77,2.92,0,266
--,Aurelijus Kerpe,Record: 11-16-0,--,,8.21,1.26,Orthodox,16,31.0,0.0,0,0.0,0,
Mar 20 1991,Casey Kenney,Record: 12-1-1,"5' 7""",68,3.11,3.69,Southpaw,37,55.0,0.7,41,1.67,61,135
--,Waylon Kennell,Record: 4-2-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Sep 16 1992,Jeremy Kennedy,Record: 11-1-0,"5' 11""",71,2.58,2.22,Orthodox,46,47.0,0.0,52,5.73,66,145
Mar 07 1983,Steve Kennedy,Record: 22-8-0,"5' 11""",71,5.52,2.28,Orthodox,35,45.0,0.0,33,2.51,0,170
Sep 01 1979,Tim Kennedy,Record: 18-6-0,"5' 11""",74,1.84,2.78,Orthodox,47,62.0,0.7,35,2.58,70,185
Mar 10 1990,Song Kenan,Record: 14-5-0,"6' 0""",71,5.52,4.28,Orthodox,45,54.0,0.0,0,0.0,50,170
Oct 31 1977,Daniel Kelly,Record: 13-4-0,"6' 0""",70,4.64,3.62,Southpaw,38,61.0,0.3,34,1.86,78,185
Aug 02 1978,John Kelly,Record: 5-4-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Sep 12 1984,Paul Kelly,Record: 12-4-0,"5' 9""",70,2.61,3.22,Orthodox,37,59.0,1.5,60,1.34,30,155
Jul 07 1981,Mayana Kellem,Record: 7-1-0,"5' 5""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,135
Aug 19 1986,Brian Kelleher,Record: 19-10-0,"5' 6""",66,5.98,5.01,Switch,45,54.0,0.6,26,1.25,84,135
Feb 21 1981,Chris Kelades,Record: 9-3-0,"5' 7""",68,2.64,2.4,Orthodox,43,48.0,0.3,18,1.04,53,125
Jun 15 1985,Ryan Keenan,Record: 4-2-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Aug 09 1986,CJ Keith,Record: 8-2-0,"6' 0""",,1.82,0.86,Orthodox,50,50.0,0.0,0,0.0,62,155
Mar 18 1981,Julie Kedzie,Record: 16-13-0,"5' 5""",64,3.18,2.9,Orthodox,36,46.0,0.0,23,1.14,78,135
--,Doug Kay,Record: 0-0-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Jun 29 1981,Ryo Kawamura,Record: 12-6-4,"5' 11""",,3.93,0.6,Orthodox,16,39.0,0.0,0,0.0,6,205
May 08 1978,Tatsuya Kawajiri,Record: 35-10-2,"5' 7""",69,2.01,2.04,Orthodox,44,50.0,1.1,48,3.63,63,145
Aug 26 1997,Canaan Kawaihae,Record: 4-1-0 (1 NC),"6' 0""",,5.4,2.33,Southpaw,72,34.0,0.0,0,0.0,100,145
Aug 14 1980,Yusuke Kawaguchi,Record: 13-4-0,"6' 0""",,3.93,2.87,,47,50.0,0.0,0,0.0,72,255
Sep 20 1985,Sarah Kaufman,Record: 17-4-0 (1 NC),"5' 5""",67,4.0,6.65,Orthodox,46,62.0,0.0,57,0.38,81,135
Mar 26 1988,Calvin Kattar,Record: 19-3-0,"5' 11""",72,6.66,5.03,Orthodox,41,55.0,0.0,33,0.67,75,145
Dec 19 1991,Brad Katona,Record: 9-0-0,"5' 6""",65,2.77,4.9,Orthodox,54,59.0,0.0,20,1.0,42,135
Sep 17 1982,Hisaki Kato,Record: 8-2-0,"6' 0""",,1.72,2.8,,48,68.0,0.0,100,1.62,0,185
--,Tetsuji Kato,Record: 20-10-0,--,,2.1,1.2,Orthodox,29,70.0,0.5,57,2.0,80,155
Nov 15 1995,Nadia Kassem,Record: 5-1-0,"5' 5""",66,2.92,2.52,Southpaw,50,37.0,4.0,0,0.0,40,125
Nov 16 1989,Yusuke Kasuya,Record: 9-3-2,"5' 7""",67,4.34,2.17,Southpaw,44,48.0,0.0,33,1.36,0,155
Sep 20 1977,Alex Karalexis,Record: 10-6-0,"5' 8""",66,2.37,2.39,Orthodox,38,57.0,1.1,42,2.64,86,155
May 29 1985,Georgi Karakhanyan,Record: 24-4-1,"5' 8""",,5.0,4.49,,39,54.0,1.9,50,1.41,33,145
Mar 26 1993,Kai Kara-France,Record: 19-7-0 (1 NC),"5' 5""",69,2.77,4.8,Orthodox,41,67.0,0.0,28,1.0,90,125
Nov 16 1979,David Kaplan,Record: 3-4-0,"5' 7""",,4.32,2.88,Orthodox,46,67.0,0.7,43,4.88,0,155
Sep 09 1987,Kyung Ho Kang,Record: 15-8-0 (1 NC),"5' 9""",73,2.08,2.59,Orthodox,42,59.0,1.4,68,2.36,75,135
Sep 17 1977,Denis Kang,Record: 34-15-2 (2 NC),"5' 11""",77,1.65,2.27,Orthodox,35,67.0,1.2,65,2.51,38,185
--,Ken Kaneko,Record: 0-3-0,"6' 0""",,0.94,0.0,Orthodox,0,42.0,3.5,0,0.0,0,161
Nov 19 1982,Masanori Kanehara,Record: 25-13-5,"5' 7""",67,1.63,1.88,Orthodox,49,62.0,0.9,50,1.44,63,135
Oct 05 1970,Hiromitsu Kanehara,Record: 19-24-3,"5' 10""",,4.39,0.76,Orthodox,22,40.0,0.4,0,0.0,40,200
Jun 20 1987,Bharat Kandare,Record: 5-3-0,"5' 7""",72,1.88,0.7,Orthodox,10,72.0,0.0,0,0.0,0,135
Apr 17 1982,Martin Kampmann,Record: 20-7-0,"6' 0""",72,3.28,3.22,Orthodox,42,62.0,2.0,41,1.86,78,170
--,Bryson Kamaka,Record: 12-18-1 (1 NC),"5' 11""",,12.63,9.47,Orthodox,60,0.0,0.0,0,0.0,100,170
--,Geza Kalman,Record: 4-9-0,"6' 1""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,200
Oct 03 1989,Sirwan Kakai,Record: 12-3-0,"5' 5""",66,4.63,3.57,Orthodox,41,62.0,0.0,42,4.0,83,135
Jul 14 1981,Emily Peters Kagan,Record: 3-3-0,"5' 3""",66,5.29,2.6,,36,38.0,0.0,14,1.86,50,115
--,Patrick Kaase,Record: 1-2-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Oct 31 1988,Myles Jury,Record: 17-4-0,"5' 10""",73,2.16,2.94,Orthodox,42,66.0,0.3,55,2.16,50,145
Dec 17 1978,Scott Junk,Record: 8-3-1 (1 NC),"6' 1""",,1.81,5.13,Orthodox,60,45.0,0.0,0,0.0,0,265
Feb 11 1988,Da Un Jung,Record: 9-2-0,"6' 3""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Oct 27 1985,Young Sam Jung,Record: 4-4-0,"5' 8""",,2.79,0.53,Orthodox,9,63.0,2.0,0,0.0,0,139
Mar 17 1987,Chan Sung Jung,Record: 14-5-0,"5' 7""",72,3.81,4.12,Orthodox,39,60.0,0.7,41,0.81,75,145
May 26 1978,Bu-Kyung Jung,Record: 0-4-0,"5' 7""",,1.85,0.63,Orthodox,36,56.0,1.5,75,1.1,0,154
Feb 12 1988,Luke Jumeau,Record: 13-4-0,"5' 11""",72,3.51,3.38,Orthodox,49,54.0,0.0,100,0.33,91,170
--,Steve Judson,Record: 0-2-0,"5' 11""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,230
May 08 1981,Jesse Juarez,Record: 16-8-0,"6' 1""",,2.87,1.71,Orthodox,48,52.0,0.0,33,2.69,50,170
--,Tony Juarez,Record: 1-7-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Jul 18 1985,Mike Joy,Record: 10-6-0,"5' 6""",,1.67,0.63,Southpaw,32,45.0,0.0,0,0.0,0,155
Nov 25 1981,Alan Jouban,Record: 16-7-0,"6' 0""",73,3.34,4.85,Southpaw,50,61.0,0.0,50,0.59,62,170
Aug 19 1989,Krzysztof Jotko,Record: 19-4-0,"6' 1""",77,1.89,2.86,Southpaw,44,59.0,0.1,37,1.12,87,185
Apr 30 1975,Jeff Joslin,Record: 5-3-0,"6' 0""",,1.57,2.17,Orthodox,39,65.0,0.5,33,0.5,64,170
--,Gareth Joseph,Record: 9-4-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Sep 17 1982,Scott Jorgensen,Record: 15-12-0,"5' 5""",66,3.41,3.37,Orthodox,40,65.0,0.7,45,2.61,59,135
Nov 07 1980,Ivan Jorge,Record: 26-5-0,"5' 9""",73,2.91,3.41,Orthodox,49,59.0,0.6,16,1.56,75,155
Oct 21 1984,Shawn Jordan,Record: 18-7-0,"6' 0""",75,3.3,2.87,Southpaw,50,47.0,0.1,38,1.97,76,260
Jul 27 1978,Joe Jordan,Record: 49-13-2,"5' 6""",,4.27,1.85,Orthodox,25,59.0,0.0,0,0.0,66,155
Dec 31 1970,Kevin Jordan,Record: 11-9-0,"6' 3""",,1.91,2.0,Orthodox,40,55.0,0.6,0,0.0,77,245
Oct 04 1985,Jocelyn Jones-Lybarger,Record: 6-4-0,"5' 7""",64,4.83,2.96,Orthodox,31,56.0,0.0,25,0.34,81,115
Apr 12 1985,Antonio Jones,Record: 7-1-0,"5' 11""",,30.0,7.5,Orthodox,55,42.0,0.0,0,0.0,0,185
Jan 31 1988,Jamelle Jones,Record: 7-5-0,"6' 0""",75,3.11,1.78,Orthodox,80,65.0,0.0,0,0.0,0,205
--,Roshaun Jones,Record: 2-6-0,"5' 8""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
Nov 16 1981,Chris Jones,Record: 10-5-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,149
--,Victor Jones,Record: 1-3-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
--,Ben Jones,Record: 4-4-0 (1 NC),--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Sep 06 1987,Justin Jones,Record: 9-2-0,"5' 11""",78,3.17,1.7,Orthodox,36,45.0,0.5,15,1.0,46,185
Oct 26 1983,Roy Jones,Record: 6-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Jul 31 1981,Tito Jones,Record: 7-6-0,"5' 8""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,145
--,Jesse Jones,Record: 2-1-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
--,Carlton Jones,Record: 1-4-0,"6' 1""",,3.58,2.32,Orthodox,41,56.0,2.7,50,4.02,57,225
Aug 15 1973,Marcus Jones,Record: 4-2-0,"6' 6""",,2.71,1.94,Orthodox,52,58.0,2.9,75,8.71,0,265
Aug 21 1970,Nathan Jones,Record: 0-1-0,"6' 11""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,345
Jul 19 1987,Jon Jones,Record: 24-1-0 (1 NC),"6' 4""",84,2.05,4.48,Orthodox,57,64.0,0.5,47,2.07,95,205
Sep 03 1984,Daniel Jolly,Record: 5-2-0,"6' 1""",75,3.39,1.32,Orthodox,46,44.0,0.0,33,2.83,50,205
Jun 16 1963,Paul Jones,Record: 11-1-1,"5' 9""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,199
Mar 22 1995,Liana Jojua,Record: 7-2-0,"5' 4""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
--,Brian Johnston,Record: 5-5-0,"6' 3""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,230
Nov 18 1988,Jordan Johnson,Record: 10-0-0,"6' 2""",79,2.64,3.45,Orthodox,47,53.0,1.2,42,3.25,100,205
--,Tony Johnson,Record: 11-3-0,"6' 1""",,4.73,2.0,,53,31.0,0.0,22,2.0,0,265
Mar 13 1985,Tim Johnson,Record: 12-4-0,"6' 3""",77,3.08,3.43,Southpaw,45,44.0,0.0,24,1.09,69,265
Jan 25 1988,Dashon Johnson,Record: 9-2-0,"5' 7""",70,3.83,1.01,Orthodox,69,35.0,0.8,33,0.85,63,145
Apr 21 1984,Kajan Johnson,Record: 23-14-1,"5' 11""",75,1.59,2.47,Orthodox,42,64.0,0.2,37,1.54,62,155
--,Deshaun Johnson,Record: 6-9-0,--,,6.67,2.27,,41,43.0,0.0,0,0.0,0,167
Jun 04 1986,Michael Johnson,Record: 20-14-0,"5' 10""",73,3.82,4.15,Southpaw,37,58.0,0.1,45,0.56,78,145
Aug 13 1986,Demetrious Johnson,Record: 27-3-1,"5' 3""",66,1.66,3.43,Orthodox,54,67.0,0.5,56,3.35,65,125
Jun 11 1977,Lavar Johnson,Record: 17-7-0,"6' 4""",82,2.54,5.39,Orthodox,55,55.0,0.6,66,0.61,54,240
--,Tony Johnson,Record: 4-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
--,Ricky Johnson,Record: 5-4-0,"5' 8""",,6.3,1.83,Orthodox,25,36.0,0.0,0,0.0,0,145
--,Travis Johnson,Record: 0-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
--,Devin Johnson,Record: 1-1-1,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Jun 28 1982,DaMarques Johnson,Record: 18-12-0,"6' 1""",75,3.75,2.11,Orthodox,37,51.0,0.7,55,1.18,19,170
Feb 21 1992,Brett Johns,Record: 15-2-0,"5' 7""",71,4.74,3.41,Orthodox,45,55.0,0.5,48,3.72,78,135
Mar 06 1984,Anthony Johnson,Record: 22-6-0,"6' 2""",78,1.83,3.25,Orthodox,47,60.0,0.6,57,2.43,77,205
Oct 22 1968,Phil Johns,Record: 30-13-1,"5' 2""",,1.8,1.2,Southpaw,66,50.0,0.0,0,0.0,50,170
Aug 28 1996,Carls John De Tomas,Record: 8-2-0,"5' 5""",71,3.93,1.74,Southpaw,37,44.0,0.0,33,1.37,66,125
--,Sungbin Jo,Record: 9-0-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Mar 20 1988,Li Jingliang,Record: 16-5-0,"6' 0""",71,3.53,5.01,Orthodox,42,60.0,0.0,33,1.14,62,170
Nov 27 1981,Ryan Jimmo,Record: 19-5-0,"6' 1""",73,2.77,3.12,Orthodox,66,46.0,0.0,28,0.45,87,205
Aug 04 1963,Art Jimmerson,Record: 0-1-0,"6' 1""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,196
--,Gilbert Jimenez,Record: 8-12-1 (1 NC),--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
Sep 21 1970,Ronald Jhun,Record: 24-24-2,"5' 11""",,3.01,1.45,Orthodox,57,50.0,0.0,100,1.81,100,170
Jan 31 1981,Maciej Jewtuszko,Record: 8-1-0,"6' 0""",,1.39,2.29,Southpaw,45,66.0,0.9,0,0.0,42,155
Aug 28 1997,Chanmi Jeon,Record: 5-2-0,"5' 5""",67,7.77,6.23,Orthodox,31,55.0,0.0,0,0.0,0,115
Jul 20 1979,Kyle Jensen,Record: 40-11-2,"5' 9""",,0.92,0.0,Orthodox,0,60.0,6.9,100,6.92,0,170
Sep 20 1977,Ryan Jensen,Record: 15-8-0,"6' 1""",76,2.99,2.84,Orthodox,39,59.0,1.9,50,1.55,31,185
--,Steve Jennum,Record: 2-3-0,"5' 10""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,215
Jul 22 1981,Adrienna Jenkins,Record: 19-6-0,"5' 8""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
Feb 05 1988,Bubba Jenkins,Record: 11-4-0,"5' 7""",,1.58,2.41,,37,67.0,0.0,68,7.23,100,145
--,Trent Jenkins,Record: 0-4-0,"6' 2""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Aug 18 1987,Joanna Jedrzejczyk,Record: 15-3-0,"5' 6""",65,2.77,6.07,Orthodox,46,65.0,0.0,66,0.14,80,125
--,Louis Jauregui,Record: 4-2-0,"5' 7""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Mar 21 1984,Rony Jason,Record: 15-7-0 (1 NC),"5' 7""",70,3.14,2.04,Orthodox,44,53.0,0.8,30,0.59,36,145
--,Josh Jarvis,Record: 1-3-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Jul 10 1985,Brock Jardine,Record: 9-3-0,"5' 11""",73,3.34,1.06,Orthodox,30,56.0,0.8,0,0.0,14,170
Oct 31 1975,Keith Jardine,Record: 17-10-2,"6' 2""",76,2.98,3.25,Orthodox,36,59.0,0.7,45,1.18,62,185
Aug 02 1969,Jaime Jara,Record: 32-10-0 (1 NC),"6' 1""",,1.47,2.2,Southpaw,60,56.0,0.0,0,0.0,25,205
Aug 21 1979,Dave Jansen,Record: 15-3-0,"5' 9""",73,3.67,2.94,Orthodox,33,58.0,0.9,28,2.79,38,155
Sep 25 1980,Josh Janousek,Record: 8-1-0,"5' 11""",73,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,185
Aug 22 1981,Ryan Janes,Record: 10-3-0,"6' 3""",76,5.53,7.69,Orthodox,48,59.0,0.0,100,0.35,58,185
